ID	H3_2	H3_4	H3_5	H3_8	H3_10	H3_12	H3_14	H3_15	H3_19	H3_21	H3_25	H3_29	H3_31	H3_34	H3_35	H3_37	H3_39	H3_45	H3_47	H3_48	H3_50	H3_51	H3_54	H3_56	H3_60	H3_61	H3_63	H3_65	H3_66	H3_67	H3_70	H3_76	H3_78	H3_79	H3_82	H3_84	H3_87	H3_90	H3_94	H3_106	H3_126	H3_138	H3_150	H3_158	H3_166	H3_167	H3_175	H3_180	H3_183	H3_184	H3_193	H4_3	H4_5	H4_8	H4_9	H4_10	H4_12	H4_19	H4_36	H4_50	H4_53	H4_55	H4_58	H4_59	H4_64	H4_76	H4_79	H4_80	H4_81	H4_84	H4_87	H4_91	H4_94	H4_95	H4_96	H4_101	H4_109	H4_120	H4_123	H3_1	H3_3	H3_6	H3_7	H3_9	H3_11	H3_13	H3_16	H3_17	H3_18	H3_20	H3_22	H3_23	H3_24	H3_26	H3_27	H3_28	H3_30	H3_32	H3_33	H3_36	H3_38	H3_40	H3_41	H3_42	H3_43	H3_46	H3_49	H3_52	H3_55	H3_57	H3_58	H3_59	H3_62	H3_68	H3_69	H3_71	H3_72	H3_75	H3_77	H3_80	H3_81	H3_83	H3_85	H3_88	H3_89	H3_92
MAP	0.871089420461764	1.01726129972277	0.975732641224829	1.016097561616	1.0181069820348	0.766395239164233	1.10173811226188	0.931934747124161	1.06211540162212	1.081926756942	1.17274439663861	1.01617394274494	0.908138206401622	0.978884794939941	0.914459699585859	1.05220972396218	1.05396720600098	0.996679449764668	0.993349471233733	1.00763417449245	0.87778255557652	0.998345513139762	0.9830732257529	1.09633605691731	1.01550155011921	1.03612433558861	1.05900143847148	1.02545043085521	0.990331939258384	1.14122118865029	1.15131185185689	1.08923690836401	0.895339593482923	0.96027369745411	1.0552970730632	1.00640789933636	0.874526809955277	1.03612433558861	0.941555967379165	0.974823227405924	0.94934475962197	1.15984889846423	0.975505833841121	1.11080427218367	0.958431571542042	1.0246047315469	1.04058075593691	0.940901002290973	0.962715867964701	1.02342930011997	0.892461788927753	1.0594044677164	1.08702913444867	1.30707938967481	1.0658421769688	0.999110208075485	1.26317536523741	1	1.1745622995254	0.888634294133056	0.894226100470721	0.911450226859982	0.972261221842313	0.855622597942945	1.01242775060509	0.82298834723691	0.953172274527142	1.00757189366293	0.971792764411649	0.831332109984934	1.03495528633883	0.903628512333505	1.00390334993262	1.15421881951499	0.890924722956401	0.936448829341512	0.897443857871679	1.11943077340289	0.94973692003561	1.04114197903266	0.93829443087287	0.970866208546977	1.04373523770583	0.956154487039256	1.03735120747227	1.12574565585313	1.05396720600098	0.96305862502272	0.92060838046586	1.05396720600098	0.848838762181746	0.994792358497693	0.948269925658486	0.80386555345945	0.981912709975005	0.900468586291521	0.951352858975493	1.07828218363623	0.989861121205752	0.872875187387375	0.882350982505976	1.20466478649744	0.968369261703588	0.831847780048127	0.980599073902681	0.956154487039256	1.05826328646754	0.98594790114802	1.0292634006812	1.00417076767689	1.0732861417302	0.936947974784202	0.998436931803467	1.08630077002919	0.930686273702467	0.96801146385269	1.00960934274874	0.911290360116734	0.979998646621871	0.908138206401622	0.825201189683821	1.11640663069354	1.16446551767967	1.0612125528089	1.11947237825654	1.00417076767689
Age	0.964285714285714	1.25	0.892857142857143	0.892857142857143	0.892857142857143	1	0.964285714285714	0.857142857142857	0.892857142857143	1.03571428571429	1.03571428571429	0.964285714285714	1.10714285714286	1.10714285714286	1.25	1.07142857142857	0.964285714285714	1.17857142857143	1	0.964285714285714	1.17857142857143	0.964285714285714	1.10714285714286	0.892857142857143	1.07142857142857	0.714285714285714	1	1.21428571428571	0.928571428571429	1.17857142857143	0.964285714285714	1.03571428571429	0.964285714285714	1.10714285714286	1	1	0.857142857142857	1.14285714285714	1.20689655172414	0.96551724137931	1.13793103448276	1	1	1.03448275862069	0.96551724137931	1.13793103448276	0.931034482758621	1	0.96551724137931	0.931034482758621	0.96551724137931	1	1.03225806451613	0.935483870967742	1.12903225806452	0.967741935483871	1.03225806451613	0.967741935483871	0.903225806451613	1.03225806451613	1.06451612903226	1.12903225806452	1.09677419354839	1	0.935483870967742	1.03225806451613	1	1.12903225806452	0.870967741935484	0.903225806451613	0.709677419354839	0.967741935483871	0.870967741935484	1.03225806451613	1.06451612903226	1.09677419354839	1.19354838709677	1	0.935483870967742	0.928571428571429	1.10714285714286	1.07142857142857	1.17857142857143	0.857142857142857	0.892857142857143	0.821428571428571	0.857142857142857	0.928571428571429	1.28571428571429	1.14285714285714	0.964285714285714	0.964285714285714	0.964285714285714	0.857142857142857	0.821428571428571	0.714285714285714	0.857142857142857	1.17857142857143	1.03571428571429	1.07142857142857	1	0.928571428571429	1.07142857142857	0.714285714285714	0.857142857142857	1.17857142857143	1.14285714285714	0.892857142857143	1	0.964285714285714	1.14285714285714	0.964285714285714	0.892857142857143	0.964285714285714	1.10714285714286	0.928571428571429	1.07142857142857	1.07142857142857	1.17857142857143	1.07142857142857	0.928571428571429	1.21428571428571	1.32142857142857	0.785714285714286	1.07142857142857	1.07142857142857
BMI	0.934892928813788	1.14889728996985	0.798676318595434	1.57441465332081	0.731667247677066	0.827263563696289	1.36307442078716	0.92417507598287	1.35774974161224	0.974651419318102	0.898510602843441	1.22676682536259	0.995580061358787	0.898510602843441	1.13152576056987	1.01385684244531	0.870965087238456	0.999588010807816	0.995160404873945	0.978690037937764	1.02012204285301	0.850227616361389	0.809884367003653	1.52850188257592	1.0232446755764	0.982828842514831	1.22853592535533	1.14889728996985	1.19239281891593	1.0183125617856	1.00041198919218	1.13421493568164	1.33444423884741	0.851196762153426	0.798676318595434	1.09570723618635	1.17017300479155	0.983128889234201	1.08069257276338	1.07864507874806	1.0905970408741	1.25544371286047	0.892857174698983	0.9382921055799	0.73683616927377	0.872477632699277	0.839285762048475	0.848381128997027	0.853732787097177	1.11048666431886	1.07381855627822	0.849186459020635	0.976253348313127	1.31708461558792	1.19491877109431	1.08953981646816	0.976915939894736	1.23212961756549	0.972482743175515	1.18671775128751	1.11642183853631	1.14204730134192	1.07459186166905	0.994365421343795	0.937217477023744	1.06007837034928	0.905744608734803	1.03593481285845	1.1021452851439	0.994721987422352	1.13054955225223	1.00791585967896	0.988123428431531	1.25441708401281	1.07223314692053	1.12846811515647	1.02473520679673	1.11433390999048	0.869968836402939	0.878543950454977	0.80535964202944	0.938936658961889	0.978690037937764	0.998345398244292	1.29784876214116	0.978378234702984	1.15521871719038	0.961934447714687	1.08895746288264	0.990723598188883	0.876462536074612	1.39768355754201	1.10634534917362	0.993323832705808	0.907095926009604	0.998345398244292	0.856985568110605	1.07821303010384	1.19898873521363	0.938444929926057	0.938936658961889	0.923457417390033	1.03227776863382	1.02377985260397	1.08895746288264	1.07821303010384	1.17829675693967	0.876462536074612	1.12762106399531	0.933076802759407	1.09442628715953	1.03227776863382	1.11814684603361	1.17804782550469	0.942792796016279	1.15687127433471	1.1671091546452	1.04127099176942	1.14231313018756	0.921402071804707	0.887383827737402	1.2978283160274	0.908930453566365	0.918477766384749	0.769699575027526	0.987186931661932
chr17:30167900:30169901:+:NSRP1;XM_047436921.1;mRNA:tss_coverage	0.964381707138487	0.849993802630502	1.05103089998105	1.02668136444643	0.900285382510756	1.14430434838475	1.00801255328372	1.10525527322374	1.05025392845168	1.00356066063827	0.901114072877658	0.967359082054707	1.07745839148059	0.942903410105166	1.05241008614396	1.0595713568595	1.05842283416925	0.918666061406673	1.00480162646683	0.919800583896339	1.03563649450196	1.01381479446504	1.13354683729034	1.07871948441722	1.13404997175384	1.16412883013271	1.0428436977086	1.11598500350721	1.05828672702951	1.11470138604295	1.13677769287679	1.07114158375193	0.989443911646067	1.11547395623578	0.923804346767461	0.98887817484754	1.05537661712909	1.06635219884103	0.936757361957428	1	1.06391406057916	0.973505548501808	1.0435267374535	0.971336025070974	0.744435917802102	0.905531737826998	0.92684230186901	1.02762791428399	1.07785564068253	1.01807887121924	1.09463503603395	0.995646048798987	0.918334026697066	0.88923214117133	1.17222730645941	1.09879832040964	1.05771936768108	0.878794067483661	0.915392983383928	0.854720381312358	1.00677616603674	0.820461912733948	0.962354697091909	0.888156520604923	0.938568571342524	0.818385439194971	0.934312196422988	0.966506358805862	1.02482510860079	0.897777506246321	1.10824943387465	0.904177764613341	0.941179282647028	0.989545934134291	1.05680834584194	0.991286665489339	0.899511585452247	0.879697349075459	0.917820322419919	0.810692569833167	0.912730279975291	0.982849044424364	1.03007278639833	0.940150298308514	1.05277572635888	0.894834437707821	0.946715377547684	0.829159104862766	0.930437788530335	0.968563704213208	0.996439339361728	0.987659335394337	0.928902400723244	1.00442449210355	0.964289491091621	1.09499649612072	0.958930391827254	1.09379761968831	1.06238167151141	0.98099102925047	0.907884768058872	1.00950850947974	0.954480733100083	1.06218907458027	0.977279924683555	1.05077776145208	0.911844155307653	1.01526845638383	0.963420190763098	0.979545949299479	0.980838740768445	0.801314182316529	1.04868359543474	1.0193511803896	0.875139065440417	0.943601044436253	0.922425018268736	0.981952918177964	1.00761547747796	1.0201463154052	0.942906382709276	0.831487013063005	0.965352137487222	0.878910603639115	1.0090281967575	1.04474952093849
chr14:58208032:58210033:+:ACTR10;XM_047431587.1;mRNA:tss_coverage	0.918024508638297	0.962793818893071	1.06523402887178	1.05891221300867	0.944217194066963	1.19203540835224	1.12274600792561	1.15298172803249	0.906676224865028	0.952843753795205	0.89188919899512	1.03389517339547	1.09576588613507	1.0098190137436	1.09895909957131	1.16808575878343	1.17400382882721	1.21718514148381	1.12714994717959	0.933449138904084	1.14305347988599	1.05627623983753	1.13485447244147	0.930151690802073	1.05327059779106	1.07020958687967	1.00819020946063	1.03471736526295	1.0071943115042	1.18569999070102	1.09478773038209	1.0008188862811	0.981300443676581	1.11632904222323	0.88668196572446	0.999181113718899	0.908459772965093	1.06959133657578	0.981361384419723	0.889284433533264	1.07544982283847	0.873187285810647	1.00998176434736	0.859069849240063	0.818146391059441	0.843292759779577	0.841044376408954	1.00171983201832	1.08669847160937	1.06489365795224	1.01881665295144	0.985188168391273	0.90735470779117	0.878033299499081	1.06672551656878	1.05917518131429	1.03721869376109	0.867465917109017	0.767483694849121	0.966564217736189	0.990632156185707	0.96445134875831	1.00777441725067	0.919576795717305	0.975275570722365	0.890012312028116	0.849051435811235	0.953716588836064	0.872285086301872	0.829325253087503	1.00543124194984	0.771163710066897	0.922031687733646	1.06835257038151	1.18662155663659	0.81168717557053	0.934326525064457	0.909099803812724	0.897319684094057	0.938895057290118	0.903591283092863	1.08794553846883	0.867014317835148	0.969587280375841	1.10643302045864	0.84266364369985	0.896874038563479	0.935852448868827	0.894840295776408	0.941338326344442	0.94977121137633	0.994507051702241	0.921546314309208	0.995913253774808	0.970905509106315	1.06725946153117	0.949966120118375	1.03979964526924	0.952578076076731	0.930419458563861	0.825262507095992	1.02308163139735	1.01764400151092	1.08793573581463	0.99373864263859	1.0335765585576	1.06493503569466	1.01349461111073	1.01152013485309	0.949849151048934	1.0211809107069	0.871294778746405	1.1080731978105	1.03355271285954	0.861829925410855	0.943576631929875	0.901573963594616	1.01029258574397	0.926631997927622	0.987195037093877	0.939842981182556	0.864230260630843	0.957085981654201	0.929017486951258	1.06186311743776	0.957190976172575
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	0.934357803900982	0.886827837418332	1.12435960721936	0.966518171377614	0.901358551973003	1.13664042359561	1.08286106009972	1.00699397943133	1.05237188620118	1.15442186002081	0.923255335662935	0.919806443873712	1.17789812107964	0.999240665328611	1.05700122225814	1.18142754853789	1.12717443412984	1.2004544174456	0.924831887604686	0.940994398771138	1.02836232576521	1.08349230734868	1.10559811582983	1.05214746954484	1.00075933467139	1.24857290865326	1.20334910506492	0.978514829250328	0.968269476062185	0.987830109842044	1.21383714381526	1.02100007981573	1.03038625827801	1.04553734048614	1.00385177930473	0.891392407475316	0.968141937019071	1.05165733819387	0.978532370956292	0.944974892584545	0.963647145986534	0.846895205674484	0.9659799615453	1.0146361102582	0.845961623717139	0.798461312575809	0.909389623535741	1.08558843546945	1.04652992217033	1.11313236468505	1.09413549803384	0.98383731739924	0.848206609700027	0.931289522697593	1.04253933988356	1.06630993003101	1.08079602270589	0.889303871304169	0.828197958518315	0.981147293618341	1.02118367234355	0.888503039555795	0.812865707316375	1.05652456184141	1.01395165842402	0.822050652134875	0.91399611729312	0.967902404701376	1.03632928816774	0.945727466764502	1.06065428676226	0.838500668220377	0.856415501083444	0.966653215778328	1.16934757385442	0.950711818042358	1.04296920198352	0.881494523602754	0.876237791069177	0.831548095465448	0.98969497866404	0.936914555025302	0.939316355231943	0.919318166461238	1.08549143087871	1.05739354445295	0.987837616189866	0.996520824069298	0.927691769004957	1.00698742273407	1.05895697468951	0.978731177377488	0.955797594055525	1.13731296201324	1.04706774509812	0.942062356978152	0.98446375373961	1.06748404557242	0.973397334373162	1.01519724465271	0.85293313728372	0.999124181112425	0.942085919670959	1.07318450547568	0.91702465053734	1.07333747274261	0.978019737403968	0.976787327129042	1.0579240840681	1.06196534282216	1.01886869978347	1.01698700518188	1.10114086459381	1.00282408447094	0.886545245623948	0.880391833490387	0.878274761435265	0.992324247099439	0.983837989744926	1.1138696181411	0.979208500713868	0.915342781482127	0.905458480386986	0.98744505022278	1.00916015103114	1.04095606142483
chr9:36399268:36401269:-:RNF38,RNF38,RNF38,RNF38;NM_022781.5,NM_194329.3,XM_047422797.1,XM_047422799.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	0.981173528158619	0.94220574498314	0.943229496274245	0.899154938537454	0.968819166589895	1.00316387476079	0.985775134016857	1.03688384781577	0.992858457975354	1.02453127599583	0.940968241699445	0.877617177839356	1.18239406586086	0.90838930404077	1.03283783487974	1.08239181373622	1.00409077512582	0.937011741861631	1.05102178199762	0.840662125925965	0.967621889525686	1.00656418454511	0.993085378265195	1.07807393368864	0.949365534596597	0.933620218528363	1.09881234086616	0.949603531235468	1.03668185025811	1.00252097007348	0.999922287632483	1.04829127150839	1.04088849160603	0.935477431659963	0.892677546550918	0.937164293626452	0.997367210941635	1.05867991223543	0.941493337353041	0.916239150360152	1.07385286922294	0.987461215109596	1.13777176017394	1.07477147264749	0.933590347753773	0.887714995448363	0.931141436876553	0.919496645279774	0.878572530203676	0.987382778139861	1.05812235367291	0.933607092631609	0.87391809832719	1.14927206742294	1.00350430266832	1.13498223079336	1.14023192522907	1.03735193743586	0.920247630583659	0.864108834100873	1.10723453267011	0.914876960123302	1.08713306563115	1.14746979582123	1.15456132663676	1.03921000487608	0.789805489458606	0.970709793038258	0.880402460069919	0.910488466675752	1.06803065561918	1.06006287856791	0.852924794717292	1.0463972675956	1.00536987169634	1.02133303388173	0.856322725942918	0.857018830975612	1.03382645980771	0.901050974232594	0.858608659233878	0.965573338050355	1.03057014125739	1.03780605347043	0.871397896561326	0.972846675814679	1.02152637264973	1.03831277255793	0.922122084917711	0.963618486083055	0.953248314846103	1.0107310280156	0.961652730137998	1.06954528359718	0.987729752348267	0.82903294922021	1.06534879707056	0.946372448436484	0.899309736334468	1.06198906974289	1.05111915058561	1.01121711886622	1.11991443173342	0.952380331091366	0.976310726786727	0.908406774915802	0.939378460990846	1.03207905746926	1.02125662309862	1.03837009360099	1.01114738792774	1.03486325469629	0.968179662678064	1.04986754531183	1.09278433161979	1.01241617388512	0.989824059002403	0.942624898172272	1.02908106090793	0.976174309619538	1.02477959376071	1.01203351905132	0.987226006974784	1.18671910215461	0.972504287517974	0.905804881724253
chr8:105492249:105494250:+:ZFPM2;XM_047421627.1;mRNA:tss_coverage	0.900529464465283	0.957125162349049	1.0353894736088	0.973735515425558	0.929339955086977	0.967097131756779	1.12417812245697	1.12845244322969	0.990481172692432	0.96449351679244	0.991030774838989	1.0191766170936	1.02240790210546	0.990244948762085	1.00037514308205	1.09306445262887	1.05474358491867	1.04201596192579	1.01852583082129	0.934337271578645	1.04902938758294	0.938263376196676	1.07475701660398	1.04388847557068	0.959806068936205	1.04871341492205	1.02633141517101	1.05087919852223	1.02425271226271	1.09531687594996	1.08732260921478	1.03084445537853	1.01872954840882	1.051292550195	1.00413898862901	1.03092688348566	1.08221038098656	0.950339193712009	1.01885921882282	1.00497343691122	0.975033237142925	0.942182212510896	1.09084208654561	0.892531487294032	0.893666537363376	0.929400707113727	0.81330737711766	0.978072640849956	1.02369911286978	1.07419513398088	1.02484423923121	1.0957236053637	1.04231927364408	1.03857846602345	1.02249141057457	0.997399559030727	1.09569059951851	0.942884455767761	0.924358148460129	0.986463701152723	1.06166708224749	0.9605939017089	0.908885719971201	0.896396997407086	0.995933900452396	0.952383403534991	0.918951980608476	0.967096093952076	0.964384113315193	0.868640153994463	1.11727867803605	0.931329599130596	0.885355925609737	0.986312580132068	1.01137898226251	0.93801636126705	1.02156046611669	0.894003204516626	0.941567301777524	0.933845528372877	0.855848618658692	1.08708008866952	1.0737037560664	0.994381982394063	1.02318783113378	0.944001270169173	0.944316801085983	0.958066621960333	0.963934454596895	0.94430554347011	0.998322573745434	1.04076158596491	0.941554366720401	1.07365788358505	0.975349476237957	1.01352888352707	0.97555402526031	1.07873538097121	0.999624856917951	0.963205621145628	1.01904242424546	0.937316434676338	1.05738767085058	1.05954360184255	0.978871166419902	0.981941467202037	0.936884426330064	1.02502104923933	1.02782115833658	0.950117197681785	1.00154847985673	0.998892665312017	1.01549804606723	0.906624944098658	0.994859722086374	0.99084282878893	0.922482023809574	1.13643575388839	0.971202804500296	0.985374002570581	1.01331968262963	0.9610520594778	0.98109638007577	0.947942190302011	0.97589901756369	0.955171305062007
chr3:97438606:97440607:+:EPHA6,EPHA6,EPHA6,EPHA6,EPHA6;NM_001278300.2,NM_173655.4,XM_017006215.2,XM_017006216.2,XM_017006217.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	0.989140941143636	1.01186808100127	1.09020157399647	1.00149257631809	0.879059052970762	1.08233230485039	1.02867773206921	1.06733595034401	1.0378835554428	1.09159102065878	0.952230854418239	0.996355094252201	1.10649177929451	0.958471229975748	0.937836430439816	1.06384040278719	1.07794530553568	1.01891062028586	1.09662632767006	1.06834113564232	1.03536900185821	1.0625440839404	1.15028363757859	1.04220007404329	1.04958372224888	1.04894341741893	1.06321361050153	0.958235349538638	0.983162176895732	1.03059987087206	1.16788922632561	0.960330834192199	0.951282585201809	1.15653694115666	0.961493883820547	0.901116204833079	0.901129693686777	1.02899127928247	0.975695366744194	1.02104265609326	1.12661784407294	0.972083597783404	1.05644830396029	1.01580863999144	0.872019170427991	0.965656730993354	1.00202587954418	1.04088026668612	1.18609555908814	1.04477182124819	1.13875315959239	1	0.892942229807256	0.915164351584939	1.07094011365649	1.09129699225166	1.05314402663481	0.897372922909721	1.01145960001528	0.984975384097193	1.0780122607657	0.93544860345923	0.898908640332488	0.988350618922129	0.966676876261282	0.983996410930683	0.99653163231957	0.945979314351371	0.948367949759838	0.98508951746253	0.99480817222592	0.920830850798528	1.03088988825795	1.09659136687437	1.10345853849862	0.985759056318163	1.05714812084727	0.993373358880734	1.00530182409229	0.891547333969592	0.898018687272216	1.01450932632232	0.967174828457561	1.03464508067832	0.946949913997746	0.966914108159766	0.979191910572863	0.949107289000141	0.977374662058172	0.951467216581865	1.04429465899653	0.972815826717278	0.930142989206757	0.990240791801369	0.998507423681913	1.02379825866968	0.996255749559334	1.08895473950449	1.02566223583882	1.02632554262755	0.955278502262659	1.05754122019486	1.01385653006467	1.07393822472322	0.946390519757669	1.01859720365634	0.861539824394655	0.974453541009029	1.00453524333217	1.03529177415631	0.952015303132275	0.851516846934166	1.0733108581096	1.0407593549496	0.973584014600657	0.942990609072875	0.919789195164883	1.04119468830306	0.985525993034585	1.06738309802822	0.921950449250119	0.930082881334433	0.949400477854783	0.854860191021255	0.985626325931152	1.01195326194912
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	0.999646353224111	0.937190531978118	1.01504607847137	0.975982023257572	0.965409484530629	1.00035364677589	1.07466940966699	1.05473863640236	1.07497253782643	1.03084263615593	0.930673908221708	0.905760073716634	0.960581414190531	0.92878275608449	1.03965883091903	1.07837101035641	0.960556859997149	1.0291134144304	0.917665158717443	0.896420641288601	1.05287432624586	0.998324414867074	1.19115779473018	1.02246116999241	1.07019780186777	1.05397099363385	0.973344120537225	1.01140838941421	1.03466873671286	1.04426330956919	1.05261349250839	1.07288821833585	1.00701265972744	1.04131947599083	0.895570230792762	0.982832532818486	0.924468802232389	0.990868761366277	0.969089387822542	0.929008528534084	0.982459280451329	1.09676538089577	1.03175163103089	1.02421815384287	0.915197602163382	0.884410802895878	0.924085614511422	1.07966644798932	0.982725072338353	1	1.06215924822169	1.08470201745522	0.85427437943468	0.999475214556461	0.886137792620701	0.970673825373353	1.15963738946022	0.862957840620124	1.06836664267536	0.995527592948686	1	0.941030069478462	0.963983186326347	1.0006211457775	1.05821846818889	0.990340296051427	0.883825549752155	0.941792553286006	1.02180866960585	0.905012305063015	1.15140513887978	0.90724969254498	0.973369673972456	1.01286464566436	1.00500169340961	0.973648766259943	0.938084379100134	0.920364218044907	0.98084166890773	0.862454399197917	0.957188862218766	1.00121277632784	1.10819122332908	0.946327660184718	1.05091148312615	0.953054381146469	1.00475053102413	0.929233483629506	0.993457911859671	0.94039396399296	0.905142861900568	1.04267651852491	0.970040974270878	1.07585360042916	1.04552693097925	0.940758339920268	0.974520824295051	1.01373124798202	1.0591985503138	1.02941611889084	0.929483805577755	0.997943938526107	1.02788039756472	1.04108194150018	0.919331242341047	0.974644447164891	0.916453224865163	0.983377801281653	1.05259591915654	1.08534609369109	0.936386767173068	1.01100989273157	0.964399920314498	1.00321998701637	1.02709364898318	0.939622087238599	0.908300797526911	1.01346964854191	0.879712889311209	1.0734718657542	0.99370393191365	0.964209279039812	0.916106004359093	0.958499391063749	1.02948102270615	0.953392860954857
