ID	H1_147	H1_148	H1_149	H1_150	H1_151	H1_152	H1_153	H1_154	H1_155	H1_156	H1_157	H1_158	H1_159	H1_160	H1_161	H1_162	H1_163	H1_164	H1_165	H1_166	H1_167	H1_168	H1_169	H1_170	H1_171	H1_172	H1_173	H1_174	H1_175	H1_176	H1_177	H1_178	H1_179	H1_180	H1_181	H1_182	H1_183	H1_184	H1_185	H1_186	H1_187	H1_188	H1_189	H1_190	H1_191	H1_192	H1_193	H1_194	H1_195	H1_196	H1_197	H1_198	H1_199	H1_200	H1_201	H1_202
MAP	0.954231214193946	1.10813280014875	1.12372452676193	1.17839986662553	1.14708554542092	1.16401282433884	1.13667876954456	1.11802285236881	1.22826104835734	1.44221030954073	1.20063055228637	1.45768056753321	1.21191821667194	1.18208537882333	1.28263488575171	1.20183861074121	1.20298738094072	1.07559150126961	1.24411451092702	1.09758286482657	1.24212293166685	0.9819388331987	1.14186649188682	1.01742020291887	0.957408920074672	1.16991465684603	1.0461870572172	1.06181288662766	0.989516281946744	1.2569635532078	1.23463718690725	1.04112068299106	1.13931625337511	1.07946271103139	1.17002937721002	1.49578773213928	1.03038673716908	1.31252255318605	1.33966584922382	1.08495579198957	0.982413621259756	1.02085518608649	1.24003073107902	1.20956428012761	1.05149612767557	1.09008760020483	1.10119185661352	1.05125343144335	1.33655972306601	1.0822528741699	1.27502887741725	1.17242018815706	1.08963908214309	1.07203288039878	1.05929675091323	1.1914888335331
Age	0.966666666666667	1.16666666666667	0.833333333333333	1.1	1.16666666666667	1.06666666666667	1.03333333333333	1.23333333333333	0.966666666666667	0.933333333333333	1.06666666666667	1.2	0.966666666666667	0.966666666666667	1.16666666666667	1.03333333333333	0.966666666666667	1.2	0.933333333333333	0.933333333333333	1.06666666666667	1.13333333333333	1	1.1	1.13333333333333	1.03333333333333	1.06666666666667	1.13333333333333	1.23333333333333	1.03333333333333	1.13333333333333	1	1.03333333333333	1.3	1.23333333333333	1.23333333333333	1.3	1.23333333333333	1.46666666666667	1.16666666666667	1.06666666666667	0.966666666666667	1.26666666666667	1	0.966666666666667	1.16666666666667	0.7	1.2	1.2	1.46666666666667	1.16666666666667	0.933333333333333	1.2	0.766666666666667	1	1.13333333333333
BMI	0.815273387274893	1.18154385368731	0.890525530721972	1.59002297241838	0.830321668589397	1.35577262073305	1.03368055953956	1.04966878440151	1.3349936569426	1.82875843420163	0.854537814864309	1.34493753099943	0.992656177745921	1.14325693419634	1.40196725792588	1.34596620759207	1.23050814511568	1.37753089579122	1.43644223379192	1.27730779822989	1.13576016742924	1.21544779938874	1.39770584410937	1.31171516115044	0.903503068868314	1.14513761073114	1.13721762449375	1.0604993376839	1.12782618670952	1.22480645254534	1.01028590344493	0.919589348068686	0.968369136816461	1.36030824563942	1.30266806573944	1.13991887683576	1.02455011845736	1.28092111582382	1.36052471645529	1.09039568507298	1.1863633429842	1.18320670678335	1.17823263629975	1.10952148349845	1.21407473861451	0.973441038332746	1.01436079450004	1.1758596699595	1.34634351904152	1.45445387280938	0.999043265975742	0.991187071401225	1.10949624404722	1.15373079000209	1.02471430916894	1.07373429078687
chr17:30167900:30169901:+:NSRP1;XM_047436921.1;mRNA:tss_coverage	1.04617542772006	0.929420173465163	0.820829709152626	0.817766747494457	0.803367599262284	0.771114630591319	0.740719663295622	0.878334688152441	0.849289578289083	1.03509759515387	0.899974732321597	0.777934653604141	0.859037478557763	0.908786003359026	0.784772668138891	0.897898285729081	0.664407394334512	1.07594190027173	0.879163528530256	0.961807296269791	0.745140670960923	0.707359592616779	0.973629193783556	0.969411829679679	0.908329338608257	0.938395622392387	1.04782011844765	0.913452448123012	0.739984819256276	1.00212522015532	1.03007575489307	1.08248400843624	0.792216706041487	1.03957285451707	1.20685800064142	0.902372977856243	0.689088035389092	0.910801126370083	1.02115146513244	0.902870970517126	1.05939447910986	1.11842767086529	0.90827448590757	0.930384447761627	0.805277591182027	0.958797447477509	0.922278218068651	0.915508415177471	1.04869944876974	0.928454951182545	0.686907748010943	1.07397906102301	1.15960322105721	1.06749156927368	0.776916185537625	0.826074788061487
chr14:58208032:58210033:+:ACTR10;XM_047431587.1;mRNA:tss_coverage	0.81940991267701	0.941310150693037	0.951273923250515	0.943432379588155	0.924444909018561	0.859825850640858	0.823912832739381	0.888512709677866	0.905880762042837	0.93119061528933	0.725325127279356	0.952607168899394	0.920206393921466	0.962993922876671	0.940595668056483	0.972452782954149	0.583948184509338	1.17070024971117	0.902601339718058	1.08036844230366	0.81360872999559	0.769171917364043	1.14576698915493	0.967059073086028	0.911497823552633	1.0246260580632	0.815289973384431	0.852626089795141	0.716130511763498	0.960514631744937	0.868463835092506	1.08477187885722	0.715409223235647	1.16436486145863	0.847340976521723	0.941308866320921	0.645054018145105	0.776801399554573	0.942499392021756	0.906040659593207	1.01094512656033	1.01970246393582	0.875060037155059	1.09506890695162	0.921517258101977	0.971227320285491	0.954084418206908	1.12503461017883	0.719651644423205	0.973068417946739	0.765443989194219	0.931298665218464	1.13371634083564	1.1134102535699	0.741391808066843	0.940356280922775
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	0.882995871394306	1.01157645601463	0.831283020064564	0.964158743636197	0.811213024646349	0.767422950352677	1.13810409268509	0.907809932585596	0.728134038630495	0.873715304915718	0.751404879775582	1.06498100690141	0.844363879898941	0.898531852116811	0.885688041933901	0.95979923739558	0.740374190692814	1.01110734691282	0.967412812735747	0.841896426960863	0.902344464004627	0.76232988546023	1.09098924144814	1.20439082995818	0.884665927801261	1.05390069593649	0.876617429865817	1.03991158416471	0.878538082772529	0.880446013082522	0.869940278549203	0.797123808820212	0.773084517196965	1.1798769015493	1.04685548274794	0.89911016047293	0.873674918256093	0.85647439183823	0.792788156709663	1.16868170226604	0.87363796642697	1.19149543354381	0.871450603743603	1.05937143058502	1.00401021416237	1.06092307808891	1.04709574501009	1.06025516062632	0.721221360278462	1.22935232388264	0.901971489288011	0.975458441195839	0.940551395916396	1.0191758350029	0.763898643972469	0.953219214856158
chr9:36399268:36401269:-:RNF38,RNF38,RNF38,RNF38;NM_022781.5,NM_194329.3,XM_047422797.1,XM_047422799.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	0.930593320383672	0.966688247781765	0.905006558282989	1.12185445754744	0.788623244397866	1.17660269319028	0.93067471825767	0.934865272467051	0.906198397066206	0.916252740239228	0.866035769315617	0.913872142387407	0.808583951189147	1.10916137177065	1.01992316045056	0.928980841268915	0.947989136694413	1.09848559605273	0.698510815748801	0.915053950858336	0.961882804389302	1.00211368704698	1.01977510208194	0.892998912990098	0.991595606312548	1.22068003898553	1.09781381211583	1.32953676471593	0.792963064980339	0.83835525193829	0.898715487005843	1.29771917344164	0.912726618464195	1.08491911770899	0.63890517120588	1.12881143820204	0.808064825987201	1.24724820444389	0.862989463261412	0.805559178206794	0.954347434922827	0.863292361607015	0.776246699169621	0.766253023353102	0.961120417768466	1.02562673012844	0.788883650766717	0.965514851473461	0.954449905957177	0.729726668571102	0.761273791936284	0.878048629700081	0.906950725151235	0.776825587624795	0.794137015641601	0.835670455903527
chr8:105492249:105494250:+:ZFPM2;XM_047421627.1;mRNA:tss_coverage	1.15838843607847	0.967422289516519	0.894787395019496	0.972421305303493	0.936501253771889	0.685213683417611	0.833206307864664	0.903370418076491	0.97589329291528	0.948328148931587	0.851481042555623	1.05708660603969	0.866503135867705	0.96703857125295	0.951785696417114	0.843241274425831	0.805300208488132	0.995460541977429	0.861775287624484	0.848979275734223	0.960267361289008	0.898150241625972	0.840516787514755	1.11355384967448	0.9033056970506	1.02205070839922	0.843909651074294	0.944176273607066	0.844787013505984	0.953409380194206	0.998475927324202	0.784253645848752	0.9372770543326	0.974443209173751	1.01808118036467	0.9518418380121	0.841555366979163	0.864915421043211	0.961297744452328	0.918267578992904	0.851931852498981	1.0277474212089	0.987352929432476	0.87734538819233	0.949297869866026	1.03684699373497	1.09495233292054	0.884533128970167	0.960894072120085	0.917081820632633	0.902565014768193	1.04175712779256	0.918210577735786	0.949609180890684	0.84381376246181	0.913085951484375
chr3:97438606:97440607:+:EPHA6,EPHA6,EPHA6,EPHA6,EPHA6;NM_001278300.2,NM_173655.4,XM_017006215.2,XM_017006216.2,XM_017006217.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	0.987385812909891	0.948197722261733	0.691245943064543	1.09079610494684	0.920904464022824	0.7885028936585	0.929715060967333	0.911383623350109	0.825524986026333	0.873130813845192	1.06979607270083	0.876449955263773	0.915511456933943	0.9676747978271	0.789892863235507	1.02073043616266	0.730647743037248	1.12679273037667	0.750329367567455	0.894245420881501	0.95816616819959	0.944377547008858	0.910148832420637	0.946218802951811	0.985632207783391	0.789181111041943	0.881322797180534	1.11009400757031	1.11140287210335	0.9644197412397	0.954949146529036	0.786292363687579	0.879581927156433	0.991357478934268	1.15792039903644	0.882305692649995	0.78575541244126	0.986632100904585	0.987854732510255	0.933808620089059	0.892736030370439	1.08105509762668	0.761391331904836	1.02342183125453	0.921331468674148	0.859288151596445	0.971738813878987	1.05860975940144	1.0551749624613	0.947600387669681	0.732621300818472	0.946353229349497	1.26434526227802	1.15264189855387	0.805688054019309	1.04092383561502
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	0.834144301026607	0.96393298164769	0.778591693932123	0.788619562287228	0.980048847957778	0.74442611938958	0.760879875553209	0.941840533309982	0.73367392458017	0.750386316930419	0.864828550380576	0.836287937360651	0.783326342983245	0.813318926292671	0.965175419693495	0.914839161324154	0.870129091084248	1.16219668597118	0.850526896819727	1.08636991606574	0.822735826750549	0.981865748356073	1.00668644263938	0.825145280783837	1.09882957601633	0.982368230824035	1.11691679469473	0.858605884366472	0.769687722964198	0.930036390835212	0.979590180129236	1.14659388667489	0.872447907265894	1.20345793281688	1.17569822957946	0.936033788141279	0.804647694818131	0.750866376131519	0.939228355733059	0.940861000637246	1.1099672332943	1.09513984854461	0.919583529278022	0.930140524366743	0.870823042303546	0.930600751746069	0.898297410549073	0.875012062505525	0.904868153749398	1.05578752979301	0.777598550607445	1.05271377180514	1.21226029098945	1.00365880398986	0.812088749514141	0.904654656234712
chr7:138459940:138461941:+:TRIM24;XM_024446981.2;mRNA:tss_coverage	1.11819970190892	0.862995104365581	1.07766071721989	1.00851982566272	0.89551863884496	1.07902128640818	0.942601828722206	1.18879639961586	1.0254065537251	0.677340949035955	0.979224038213584	0.986243118933389	0.898226143109152	1.38898488984071	0.861201590359697	0.902693638330209	1.02093966394315	0.885380162373734	0.851829524661878	0.997532466017557	0.861257356968117	0.976643747299454	0.794405206023683	0.99759109324264	0.668620698378938	0.843447401162698	0.924965061691207	0.924568151982183	1.11777054285519	1.05795275482991	0.87476817791523	0.984105813952783	0.848712301374015	0.836415860380236	0.82573916493555	0.901532151754226	0.693546260642485	0.978591566641881	0.854715037772766	0.963520763377799	0.888766267010102	0.891615246513772	0.760556390198109	0.910571238469134	0.941454920291738	0.989098191837871	0.917864412398709	1.05266043228712	0.884965554211196	0.843971333670223	1.01981101783866	0.829008681983533	0.648911046056017	0.768537010576416	0.915310813441295	0.887832614017752
chr20:58388228:58390229:+:VAPB,VAPB;NM_001195677.2,NM_004738.5;mRNA,mRNA:tss_coverage	0.890849102696347	0.922824495229531	0.672455095108568	1.08525674157211	0.70798236950114	1.24148322365297	0.771151845571467	0.93743210120185	0.752438441723928	0.90099068705074	0.715478616943808	1.0566716134248	0.777666246428362	0.911166254516087	0.940250820533189	1.06268915734511	1.09378703556722	1.02422669767453	0.723489856064939	1.06747121996868	0.799554556198168	1.08489824880808	0.829024888203643	0.959042087934566	0.977167901347856	0.894951564123784	1.32548795642704	0.924500155743367	0.937199270141303	0.896247882643625	0.689335831759381	1.2503755072702	1.07679127520004	0.735415306615481	1.02921401746444	0.795708504631281	0.831719581275209	0.882275093244913	1.03069047477521	0.900406414474483	0.714667840553623	0.83352124577258	0.959200989895356	0.973809698396757	0.700500248940894	0.993994783730941	1.19409313469712	0.982436217349344	0.854483630602198	0.855737903087558	0.837969968098307	0.919270103384943	0.960241695305242	0.942941231934847	0.74543769221031	0.954451325092641
