ID	H1_1	H1_2	H1_3	H1_4	H1_5	H1_6	H1_7	H1_8	H1_9	H1_10	H1_11	H1_12	H1_13	H1_14	H1_15	H1_16	H1_17	H1_18	H1_19	H1_20	H1_21	H1_22	H1_23	H1_24	H1_25	H1_26	H1_27	H1_28	H1_29	H1_30	H1_31	H1_32	H1_33	H1_34	H1_35	H1_36	H1_37	H1_38	H1_39	H1_40	H1_41	H1_42	H1_43	H1_44	H1_45	H1_46	H1_47	H1_48	H1_49	H1_50	H1_51	H1_52	H1_53	H1_54	H1_55	H1_56	H1_57	H1_58	H1_59	H1_60	H1_61	H1_62	H1_63	H1_64	H1_65	H1_66	H1_67	H1_68	H1_69	H1_70	H1_71	H1_72	H1_73	H1_74	H1_75	H1_76	H1_77	H1_78	H1_79	H1_80	H1_81	H1_82	H1_83	H1_84	H1_85	H1_86	H1_87	H1_88	H1_89	H1_90	H1_91	H1_92	H1_93	H1_94	H1_95	H1_96	H1_97	H1_98	H1_99	H1_100	H1_101	H1_102	H1_103	H1_104	H1_105	H1_106	H1_107	H1_108	H1_109	H1_110	H1_111	H1_112	H1_113	H1_114	H1_115	H1_116	H1_117	H1_118	H1_119	H1_120	H1_121	H1_122	H1_123	H1_124	H1_125	H1_126	H1_127	H1_128	H1_129	H1_130	H1_131	H1_132	H1_133	H1_134	H1_135	H1_136	H1_137	H1_138	H1_139	H1_140	H1_141	H1_142	H1_143	H1_144	H1_145	H1_146
MAP	1.0822528741699	0.987414561496773	1.24753828716833	0.985208845590788	1.01129013472955	0.873406379597031	0.854275071837301	1.12372452676193	0.915270636123816	1.29517640033406	1.04390132626743	0.953843068928803	1.17138553579863	1.15427822303217	1.17049970660146	0.947695648079377	1.07714287728434	0.954714437575884	0.933768330780745	1.14670523295374	1.0919208364416	0.847171326609057	0.812332487330901	1.15456851857509	1.10143334779991	0.93972499287366	0.946047506883674	0.972790968711647	1.13142838481862	0.825268292912179	0.905526032936674	1.14941489903011	0.911668995116491	0.991382054421196	1.24018738703825	1.17839986662553	1.3525646598978	1.21512002346947	1.11512917579263	1.01824228519109	0.937405159126604	0.937405159126604	1.04839783431572	0.883020114805922	0.99795220535138	1.05631980566949	0.982413621259756	1.06420321555637	0.948907562680911	1.01627372230647	1.09787870358035	1.12395276244407	0.932993727314635	1.02596578549497	1.22564537585651	1.02242114315589	1.16010522219268	1.0822528741699	1.21694205277992	1.07743148576308	1.19813514336039	1.18598514817153	0.843065735431342	0.86965989207971	1.16255592391798	1.10011406361401	0.936956641064865	0.891848642145309	0.994495410854053	1.23670757616537	1.02242114315589	0.944704121780969	1.15490797998829	0.843065735431342	1.16005207967112	1.00241738220782	0.879902781721792	1.02085518608649	1.06135762030922	0.985162933344275	0.974578895224819	1.17828129011485	1.08241784494543	0.997416441970807	1.16180759045119	0.99241550173379	1.00052546023864	0.958778575176694	0.868475332018749	0.934750925158881	1.12364680130523	0.994495410854053	1.0900998916724	1.01939105539059	0.966700546530465	1.07866521169432	0.953843068928803	1.14868283368216	1.10293555794436	0.973585093920369	1.24859475085647	1.03366904102874	1.0461870572172	0.942803764490902	1.07437452547554	0.879902781721792	1.05242678457799	1.05891426936354	0.834030301721185	0.921234648996356	0.999474539761361	0.757296477247319	1.17713866564913	0.95572667608169	0.836700201284832	0.847604179074873	0.950895767812731	0.986529816840865	0.936071896408957	0.919939947745597	0.985208845590788	0.921330811654408	1.08241784494543	1.12880042085021	1.05910996880799	1.06939816817367	1.02085518608649	0.903668695783105	0.986830716787174	1.12824284613993	0.874788326166624	0.766836945669122	0.882972033476896	1.07151892834791	0.863840725717166	1.18950568959381	0.890920274829984	1.2312922206639	0.89131179422348	1.15166929878804	0.705029903513787	0.88150284158847	0.772739983222147	0.925010780641348	0.884729231321142	0.867088926779547
Age	0.733333333333333	1.06666666666667	0.866666666666667	1	0.766666666666667	1.16666666666667	1	0.833333333333333	1.26666666666667	0.966666666666667	0.966666666666667	1.03333333333333	1.13333333333333	1	1.03333333333333	0.866666666666667	1	1	0.766666666666667	0.933333333333333	0.9	0.9	1	1	0.9	1.1	0.933333333333333	1	0.966666666666667	1.03333333333333	1.13333333333333	1.13333333333333	1.06666666666667	1.06666666666667	1.13333333333333	1	1.1	1.03333333333333	0.933333333333333	1.03333333333333	0.866666666666667	0.9	0.9	0.866666666666667	0.966666666666667	1.03333333333333	1.03333333333333	1.1	0.933333333333333	1	1.06666666666667	0.8	0.833333333333333	0.833333333333333	1.03333333333333	0.833333333333333	0.9	1.06666666666667	0.933333333333333	0.966666666666667	1.06666666666667	0.966666666666667	1.1	0.766666666666667	1	1.03333333333333	1.06666666666667	0.933333333333333	0.833333333333333	1.1	1.06666666666667	1	0.9	1.13333333333333	0.9	0.966666666666667	0.866666666666667	0.833333333333333	0.933333333333333	1	1.1	0.766666666666667	1.1	1.1	0.966666666666667	1	0.933333333333333	0.966666666666667	0.966666666666667	0.9	0.866666666666667	1.03333333333333	0.966666666666667	0.933333333333333	1	0.9	0.966666666666667	0.866666666666667	1.1	0.933333333333333	1.26666666666667	1.03333333333333	1.03333333333333	1.06666666666667	0.933333333333333	0.933333333333333	1	1.1	1.03333333333333	1.13333333333333	1	1.1	1.06666666666667	0.933333333333333	0.9	1.06666666666667	1.03333333333333	1.03333333333333	0.966666666666667	0.966666666666667	1	1.13333333333333	0.966666666666667	0.966666666666667	1	0.966666666666667	1.1	0.8	1.13333333333333	1.06666666666667	1	1.1	0.766666666666667	0.933333333333333	0.866666666666667	1.03333333333333	0.966666666666667	0.933333333333333	1.06666666666667	0.933333333333333	1	1	0.933333333333333	0.8	1	1.1
BMI	1.00450231373953	1.26719603907947	1.13049624855145	1.06433740857255	1.13277509102946	0.9996836502804	1.24887056449947	0.91778268951765	1.07183704732694	1.15181533777876	0.93271724328343	0.978822804602642	0.993662360465867	1.05759795666983	0.920706129597649	0.972465608846789	1.23828986624142	0.977059159951317	1.07348120078044	1.13576016742924	1.00523744804786	1.04228271678345	0.994192974258577	0.990427319848194	1.02644121166399	0.933347464225636	0.971016840047979	0.96259100432959	1.24405076434524	1.05689542008124	0.97289948698543	1.07896747610518	1.07928808904619	0.901951464824002	0.978822804602642	0.945851757496796	1.13277509102946	1.27965837890727	0.992436329307734	1.17023586780928	1.0732214957103	1.1739383306295	1.03451308810634	0.851998101601154	0.948840845038263	1.12743933115297	0.973789113453295	0.885765990163355	0.876010383013653	0.99293856900715	1.04966783264686	1.18984502233492	0.925377800330401	0.922822989336498	1.16074379389843	1.05673663149955	1.03944457752956	1.1720169912995	1.04290201591066	1.14319690134951	1.07745123503366	0.90674271922479	1.01409569861286	0.803449452003712	0.981804397629581	1.21912592237491	1.00649716591013	1.04706636354125	1.01090124209233	0.992272251724615	0.95309067941912	0.914169371923715	1.10853017569537	0.992278585934635	0.880133393996912	0.882744288178805	0.928005972671137	1.0943523337701	0.93193431416831	0.816609794428164	1.25115833723972	1.09060898780011	0.98032184178661	1.09452794996425	1.26039860047946	0.982350093905291	0.971016840047979	0.944145669654615	0.922242878399607	0.9990823371027	1.13359020469952	1.06319198340944	0.974579681690625	1.01830984489957	0.937102648843001	1.26186801276286	1.055169924314	0.985877383699802	1.03752323819956	0.981015748641164	0.997733921117495	1.11151889188037	0.962229128520677	1.23816045072651	1.07052506657558	0.947181743380319	0.993321598362447	0.805848073911181	1.01938663256683	0.877171617633081	0.912243663375855	1.00101779092957	0.966670414128873	1.0003163497196	0.917095240330696	0.936042438429992	0.973322612509902	1.12873260340826	1.11782362603454	1.0144937779882	1.04428145417885	0.918367007357655	0.956032317441527	1.09790818850069	1.4447077591049	0.974579681690625	1.09664191410639	0.939534932369599	0.97417567831889	1.06057931015955	0.925633009282066	1.02330866543085	1.11768641646061	0.973441038332746	0.925351767504361	1.06050873767518	0.966323720651122	1.38289571590971	1.05865797082955	1.21046142102058	0.935317691773585	0.892489465868244	0.951520430329053	1.05689542008124	0.921396007111584	0.984465058496507
chr10:92688954:92690955:+:HHEX;NM_002729.5;mRNA:tss_coverage	1.12209719723037	1.36824992972457	0.990193986260145	0.731207194498098	0.918952964070771	0.939262299934001	0.999727331060125	0.702167609121703	1.21026386209679	1.06961761522999	0.951945224127427	0.930668812844052	0.941801942206709	0.879731565616371	0.851205811708738	1.00916182465214	1.1077952271754	0.799548927948336	0.70351678538133	1.04355236016173	1.03505727373195	1.01984147942464	1.00027266893987	1.04366779079893	0.885971199237193	1.13325442709501	0.924045551616657	0.865426861972234	1.05598688623935	0.77634998612962	1.04619200025894	1.02548014064409	1.05862121863484	1.00469104427738	0.843029787614882	1.13472870423344	1.05835256264269	0.975734614862346	0.827786124646492	0.761761857237157	1.01670312020462	1.25520987930867	1.05022301498061	1.02432608563639	0.885046215854361	0.671774789148897	1.10473986022726	1.00498474357048	0.831164287624056	0.676493042721168	1.03102517946528	0.839127489202698	1.10116225696155	1.2448937990784	0.807179845956945	1.0090754964845	1.06928163324948	0.72174448909578	0.958782628821927	0.94487130075404	0.974201969597228	0.959728697357316	1.05621972366688	0.953707494336996	1.01922185426419	1.16318851185219	0.993643869332145	1.01341861562689	1.24227171950322	0.877265853092557	0.973931559066029	1.00650243402245	1.10213091046449	1.06874586259275	0.841146173315822	0.906201209810389	0.811383179965933	0.856423031990064	1.12554796140019	1.12939217505037	1.16324029790123	0.987228709961813	0.927958762979666	0.807363229416609	0.889187166597445	0.863050205238377	0.961339362528709	0.986222723705773	1.01514917372963	0.82607581759066	1.32889554906529	1.18315585939839	1.175178784982	1.27840858200185	1.06664027587996	0.933777967112995	1.31981905172166	0.920201811211283	1.27606388554412	0.891683501663672	1.08808680459955	1.0908407668517	0.911926028977103	0.743203064584859	0.8201501384927	1.01503753615937	0.898432366906115	1.15078073012672	0.934968636009624	0.774627949211127	1.00295977862803	0.99755313363337	0.839508055767327	1.13169516621063	1.13000091345773	1.17264168362671	1.05707331722802	1.16753870077646	1.6274166488598	0.851916520229883	1.0769170756328	0.909148733848657	0.97361867367307	1.04022988172141	0.956370274374282	1.49520456965685	1.16840258661267	1.13145605804576	1.26291411276525	1.08952270214508	0.808957043166582	0.961320134377813	1.08655197743188	0.945410243665966	1.16279589840091	1.22156947682361	0.935311381677193	0.994770534289454	0.948592343180118	1.14378369127847	0.959683251049082	1.13075074986477	0.69850822966427	0.833918226015713	0.924946059223391	1.07277217991725
chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:tss_coverage	0.94116676592399	1.02455500027806	1.10462370468287	1.18804718928205	1.11460417676574	0.968125342972827	0.862481769389697	1.03491969626552	0.997935986905722	0.893954392038613	1.0507545942203	1.13230513918038	1.09050212109289	0.844835529922551	1.05271114254357	1.15120025568406	1.04919427292112	1.09366821021154	1.05818031841199	1.20707257145161	0.924158789878584	1.05311088839163	0.860551575737784	1.14709045892378	1.04969971292475	1.18625087644498	1.04250845049213	1.00484542898775	1.15946742362578	0.990129783996981	1.06953149631824	1.0103819308926	1.03039970737682	1.09431436673938	1.15200482240121	0.842638020557562	0.767312392317251	0.846521755514627	1.08764271214326	1.00358026427203	0.846745305472833	0.873845236082417	0.910405328653374	1.18674293474967	1.06231732639212	1.02513830553095	0.973006559881773	0.921436410521702	0.921450922058594	1.10618587299306	0.964489922063665	1.07308004113144	1.02247161296639	0.884578043742106	0.984159926498168	1.01249706687737	1.0962260729856	0.895277877901464	1.04240909324821	1.10347261197978	0.918429808619489	1.13672686217683	0.924194926587047	0.881242048589051	0.971207336452935	0.972380437123899	1.13138814996205	1.11860190032646	1.03846165729877	1.09169186627242	0.918477805350948	0.910384424635593	0.968029660641145	1.21793648172203	1.09780319837539	1.03704864682278	0.950292501855579	0.985984244993004	0.947072646382497	0.9206387793982	0.974511315225416	0.912134654128735	1.23076444827543	1.00532480678638	0.721569004248822	0.881217485072268	1.14651331366589	1.13757774943123	0.875093224972374	0.95405515125983	0.992237561677349	0.921979538382738	0.929850229720708	1.09406827113056	0.947156252567183	0.988670032589035	0.951567424325078	0.890770017062515	1.0199424585189	1.11178572206923	0.928257153658432	1.04593843968515	0.936893482221157	0.99417627406271	1.02969369378298	0.890444234406653	1.01253867002165	0.975502953242209	1.06889318056061	1.22402705276069	0.932191976098701	0.853781687153471	0.904901879959579	1.1237025270851	1.00206401309428	1.00790058516755	1.00623576332092	0.919589765181788	0.825172839973506	1.04461559063739	0.975437964815097	0.8342042609029	0.993101756958039	0.877094174237877	1.09846126683824	1.01216804273749	1.06779030737656	1.09262235331129	0.958383257157223	0.990437002320463	1.07098733832835	0.95296642302048	1.08617183279999	1.07221337850783	0.935902923101866	0.99691747846247	0.903842750315804	1.08406102378769	0.967930525345392	1.31660453568533	0.942957614819181	0.949921707715057	0.861369406501514	0.810985078837349	0.972624228584132	1.09563398439403
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	1.05658983906786	1.07072791100335	1.0001833139714	1.1188019636392	0.953272563833309	1.06317959461493	0.934929054578829	0.875443368009336	1.16413272040427	1.08621458953045	1.0862276437171	1.00743650861371	1.00847985234117	1.07879853358403	1.0833972882056	0.980954540452308	1.15231357598199	1.16792078068305	1.17528626707379	0.802751514343015	0.848861250753224	0.916188999610899	0.978455825816671	1.01113163430367	1.18196732474411	0.915775509370961	1.11207139217313	1.07081373907505	0.973364658484944	1.00197779584489	0.713320932527064	0.931139449687892	0.947090556717414	0.995854414603372	1.03375984446104	0.97453364009078	1.11892482485564	1.05289309854829	1.07599429854866	1.05584831036227	0.828696805629976	0.875285900969561	1.09720277138465	1.2313917579414	1.08525658401167	1.10059888288419	1.03287782413505	1.07898237173946	0.977406363643013	0.902602918495258	1.02728899055298	0.98022497440189	1.11588853872913	0.769460061018754	1.01942900614805	0.983907898767384	0.943208263524641	0.743525755824384	1.14157936747004	1.12241771138949	0.940488060053108	1.16432379244521	0.828554032262885	1.00702326731177	1.10919085762138	0.947151166296921	1.08533586967886	1.08061576991124	1.05031366527864	0.783182674875779	0.847680080582715	1.11261640550133	1.22180314252067	0.984521885747594	1.02019497004958	0.991190985237498	0.974764233923701	1.05715911122505	0.988425032638004	0.835000956665558	0.995945536400148	0.982599129859336	0.959779820761922	0.929236348394798	0.83198094588781	0.925953527412665	1.31231493690667	0.893286731049967	0.966078701585064	1.09617621935188	1.03241552186732	1.04476286701431	1.03735308474263	0.961013593739651	0.999816686028603	0.998402627164425	0.989360723145393	1.03768321214503	1.10543254426603	1.14030109051675	0.911565946184076	0.987649675562051	0.928947415784002	0.937398012667083	0.923373325125265	0.803242830970388	1.04688299035824	1.03973745102256	0.993376383199443	1.12132570292257	0.955760788974427	0.987439617669339	1.19027284551172	0.923167282529297	1.20571959450871	0.936242047084162	0.905417998223	0.835689092976697	0.754392863545198	1.1315999065965	1.00274504184727	0.954308233389783	0.988573136474992	1.12095164018678	1.08953099076702	1.20459303902436	0.964838332762793	0.830250082927118	0.982132476094146	1.06524070405466	1.1912069833427	1.1003452378544	0.958117070154788	1.05955091166503	1.12693613346442	1.01194450556527	0.811712612641211	1.01900386764667	1.07341627457403	1.04689033597193	0.946160420159617	0.987243118005347	0.945196038837278	0.885275982266848	0.892653380387933	0.847785077724215
chr7:92056577:92058578:+:AKAP9;NM_001379277.1;mRNA:tss_coverage	0.820107028677395	1.01664011625386	1.03472585562534	1.06182528291122	1.02237786170004	1.05555571586815	0.916658513728632	0.895062480856046	1.1026548964554	1.26448676128942	1.05079825551157	1.13824420328619	0.909968703385147	1.00536354118224	1.02169279465199	0.895009780786686	1.09596819211392	1.0344370903782	1.05149972124334	0.775441125933547	0.895638272381078	0.880647750169666	0.999418101127819	0.872489085121047	0.999221473895513	1.12094115160842	1.08802917753202	1.11579353122957	1.13206577159729	1.08067247439894	0.779695507411923	0.933934818483997	1.20260215563868	1.03304979756898	1.03397198944616	0.972328960366901	1.06537380663885	1.05675681037097	1.01980673051422	0.844937615679504	0.922377514514176	0.977671897845712	0.91949594052475	1.33819448058557	1.1981104683596	1.07190266942428	1.01472659677085	1.05292250639708	1.10985507171921	1.03260074091489	0.984925783011733	1.00469868524217	1.12541393806885	0.914186630957186	1.07449605967872	0.961561431549571	1.16070775923339	0.960520474511835	1.09302240860198	1.07771316068889	0.89864846691186	1.09814087143874	1.08324487519036	0.978812701036578	0.990100061062022	0.917760728775639	0.941567291892087	1.12681695094724	0.994240749670396	0.871628400041956	1.17097946431392	1.10351467812899	1.00848670932189	0.976225424750507	1.00591877054957	1.09614216849937	0.923838674594774	1.06682811399411	0.906687741653884	0.932284267366813	0.922269068956455	1.07486035540462	1.06421343108984	0.989672015706287	0.913209846143593	0.942513121883201	1.02982301922495	0.985549964869357	0.989064346607095	0.832172052270587	0.990628311148382	0.793392670995434	1.00035101994034	1.05423043473876	1.06180839206173	1.02528508779809	0.967961044786646	0.933539858168516	1.15783840640814	0.976711858446383	0.981969120576612	1.04316944959637	0.938837028653817	1.05045378567059	0.808200129940409	0.888041726189082	1.05441074247586	1.16693840200403	1.09956499279231	1.09659803690733	0.965010017372361	0.953032997170826	1.15854017551513	0.973747302663965	1.10723191639253	0.98881270621641	0.791260187850029	0.908213028921693	0.868268447885379	0.999648980059658	1.06560044334632	0.910889318790228	1.11788363905672	0.963821030970593	0.899381885984421	0.966503451556806	0.945892320658628	0.998588233189663	1.12293370076705	1.04080950739976	0.992146763763886	0.951260384611935	1.01897397694788	1.0969816628698	0.885547878437642	1.10147932240441	0.869129686071909	0.842895871555374	0.953298985640169	0.909226692690147	1.00618938768955	0.917249921735698	1.07302493145186	0.880937701876076	1.00716230688853	0.94492196557182
chr15:74207988:74209989:-:STRA6,STRA6,STRA6;NM_001142617.2,NM_001142619.2,NM_001142620.2;mRNA,mRNA,mRNA:tss_coverage	1.13499246206907	0.893217923593131	0.905425239420099	0.707105865493139	0.950964769590921	0.788186921495404	1.10153153251054	1.17481707918563	1.03570136446364	0.998265265368755	1.01903618788172	0.84749691351901	1.04893354185201	0.887888668579903	0.931600051613836	0.951042828857494	1.0529202002288	1.14634216780923	0.973705880832895	1.04636081675159	1.09436145525908	1.18690241631476	0.978617818641052	1.07300978230823	1.14558341962837	0.907973917594058	0.733732318535044	1.00761257254561	0.918174634122495	0.641277326936838	1.12991035668192	1.0591803380395	0.947348756289954	0.90867935192167	0.959399248004907	1.06405161643177	1.00729536708878	0.982623426950156	0.883449301318739	1.04556126868404	1.00412663235974	0.973747873123363	0.957922918509321	0.852698576819655	1.02457263746272	0.994820519494994	0.864172899199054	0.872140853194097	0.998091388808646	1.07309339303919	1.05579158176949	1.06337303389243	0.934583927007281	0.922423967815595	1.01206389089506	0.886346751389382	1.02431497121689	1.01796334649172	0.922204219406407	1.07396989184507	1.06671333698314	1.16825726015798	0.843730895299648	0.992764388214121	1.04704970032776	1.02813928031141	1.01742296853202	1.0264618405033	1.05977889086013	0.911783578219197	0.928934046897906	1.02801747357267	1.15029262015677	0.967249427144572	1.05123542562101	0.929259172174227	1.03589267380126	0.835445479841777	1.07671021624455	1.07623015732353	0.970667695748689	1.02104925665137	0.872963715729831	1.1187419795115	0.931784657297775	0.926272207664715	0.958402540214397	1.03940250282103	0.94723511918321	1.05017812497515	1.06466157309834	1.31387127859678	1.02450819980417	1.00173473463124	1.05569395434102	1.03432664283803	1.04224476185213	0.949512197115977	0.876925999843269	0.799820382146133	1.11185073886042	1.01812006503814	0.952321478373435	0.907174024013826	1.2269475618055	1.05378759634544	0.956071573782451	0.895835373595906	0.925965444425488	0.931930854406691	1.0871158991142	0.906380499327827	0.890802097111349	1.00590665467689	0.988983558615984	0.804567538330019	1.02144263916526	0.96805774972114	1.46690732998006	0.846606086527457	0.862022995719567	1.028841356423	1.15734548435206	0.908926956345503	1.0731568561004	1.08630340792213	1.09393536629883	1.11187370888438	1.05085855065463	1.10228224279586	0.974360743027581	1.03630937090748	0.945422196550235	0.980035778458054	0.993911352825901	0.913196853721839	0.794175679080705	1.08500034043255	0.898720724694593	0.986544626576821	0.895697294077531	0.957446870528595	0.965146364044468	1.07704812643783	1.10249556557729	1.12761835562743
chr6:26044383:26046384:+:H3C3;NM_003531.3;mRNA:tss_coverage	1.14741448269963	1.25848415916039	0.928139829858371	1.02001763583912	0.927236925927359	0.847865452095424	0.978664385359293	1.10315462394801	1.1351486844381	1.17253673620179	0.979173396129431	1.00150863638629	0.818089784824984	0.929050301511255	1.05209087259594	1.1615407214051	1.26384235944332	0.92788697646385	0.885370470090657	0.996342404054359	1.11031268641633	1.18111795044991	1.02322978334556	1.10109426777703	0.822523445678934	0.891915955887793	0.873764908826098	1.03310842911109	0.937375160133274	0.997258631387027	1.00261816971757	0.914190714040085	0.994919090031585	1.20864147962059	0.964417910828901	0.886547165976975	1.03447222518927	0.989633174379507	1.0303326249829	0.999979747156688	1.10463478374622	0.964693343237806	1.01136494827412	0.916972767562823	1.01305821011672	1.23157947465686	1.08692363909434	1.00379517472947	0.994788734601521	0.937901444689749	0.6504089917139	0.904548448299619	1.16292494533001	1.02316357394483	1.26820934558652	0.99768252871596	0.990813470672445	0.985116291139036	0.855898080700379	1.10896284400243	0.878841335958333	0.933521129161027	1.02211064183242	1.05757590674618	0.972516060115275	0.928779357014449	1.00219843318659	0.923457707897334	1.04141768568773	0.892740328976798	0.956547846298895	0.92892147692662	1.04812995366225	1.06882896481515	0.935860915464127	1.12657988036574	0.968507368320425	1.21393906123357	1.12655573146532	1.30661290292445	1.09186729934022	0.900026281067412	0.833844487218711	1.11121896176753	1.09183011935776	0.814877844912192	1.15187646354567	0.925076032053531	0.901571116996985	1.07314116990707	0.929486693216271	0.929351799501854	0.994130712471302	1.08823378807042	0.970171302359447	1.26977204798941	1.09993777140834	1.06813537021689	1.07784792084381	1.04621091929346	0.914598096684242	0.768454412284169	1.03362629750021	1.01321659959806	1.24913638532609	0.930571654698418	1.01641238863279	0.970342721347494	0.960389764160635	0.871238336357515	0.974772666636462	1.0109437074248	0.926151320471189	1.03905298463909	1.00876167808	1.14742177303662	1.05559718866649	1.09296467246028	1.04688259097023	0.893599470165882	1.00002025284331	0.773514794611374	0.990751816745099	0.898419107133076	0.969926056024389	1.17992866403398	0.961294683344975	1.21910012999366	1.18051201156358	0.864038014743275	0.94779333523956	0.724385453045148	1.03017684219674	0.988109497387791	1.05999962472049	0.859720129722226	0.955954663936776	1.01099149546122	1.15051995937464	1.00337327995022	0.939765057617992	0.93103062548839	0.76910484923109	1.04061544979604	1.13457715035599	1.28539553146231
chr6:11110724:11112725:-:ERVFRD-1;NM_207582.3;mRNA:tss_coverage	1.16096590812172	0.967985194909863	1.07981859764627	0.96223407428502	1.02847880719492	0.938431886752418	0.933790877943664	0.976380416112297	0.900836440155407	0.909851463248777	1.05810025134002	1.05239691296631	1.07525139741282	0.813236274659564	1.21869125190928	0.960149472381816	1.1140956966777	0.968876913210197	1.0060070301057	0.786934916880381	1.0434498113089	1.05102271830203	1.12202239739168	0.953125668061373	1.10854109133235	0.855625956611817	0.930005371192813	0.979593896544948	0.990202756745299	0.781579986434014	0.922408711898258	0.991461113644501	0.883358911243584	0.815762481507741	0.988916073903859	1.17542222219873	1.01652866835083	1.05658059939525	0.855486781306969	1.1043263339174	1.02937589571432	0.948896920493392	1.07530106788135	0.971121329750833	1.01446405600623	0.952049540976144	1.087959987718	0.931347058087994	1.13536938679126	0.980385307514444	1.08426065690977	1.14249833769788	0.816125708734145	0.950352139102702	1.20337898896745	1.05922321397045	0.973784235785134	1.17857391562102	0.86221095323958	1.07438946441753	1.13053781565464	1.06391649854863	0.893676461804607	0.984732953794614	0.88499315338683	1.04505508775553	0.94403454909648	0.967852618226173	0.956226644653963	0.939111124776516	0.972208148302842	0.957483855352592	0.951363733593994	1.11032176142791	0.982486705204235	0.882575214065426	0.951795487117188	0.863366152505906	1.20505566297991	1.0952030782254	1.00651371100422	1.00819364591366	0.815153945587184	1.07746042181505	1.09350744836483	1.04654160021587	1.09712850970467	1.00749262860062	0.944548979518547	0.956420974826237	1.01613689358756	0.951593356453725	0.934021549425184	1.06980711840791	0.873595991565086	1.10900988617061	0.873357237545263	0.790566200212925	1.0921082164683	1.07609289155783	1.23306783152293	1.0193022990924	0.9206719458997	0.917939857501712	0.896279170210715	1.06610353770505	0.980003127815217	1.02054688466381	1.00128159492073	0.932636902253686	1.02790553172277	1.05543115629282	1.08788245506058	0.966881707872476	1.03720814679843	1.10578595141885	1.04630014400844	1.00894106537121	1.25651991299837	0.97995578645641	1.03998149267741	0.993623851875645	1.08319533415245	0.959924465182276	0.94736212643259	1.09939989165553	0.991620272068196	1.04505800595152	0.934316936544046	0.940032003971104	0.998718405079266	0.905637852922377	1.05663229992063	1.0754312946913	0.929073966960235	0.989173907501504	1.06809041186643	1.04532190969349	1.0251383503862	1.03039361865377	1.03335839311385	0.94538592941731	0.808133035944151	1.07846807509349	1.11023664218767	1.11016788160697
