ID	H4_1	H4_2	H4_3	H4_4	H4_5	H4_6	H4_7	H4_8	H4_9	H4_10	H4_11	H4_12	H4_13	H4_14	H4_15	H4_16	H4_17	H4_18	H4_19	H4_20	H4_21	H4_22	H4_23	H4_24	H4_25	H4_26	H4_27	H4_28	H4_29	H4_30	H4_31	H4_32	H4_33	H4_34	H4_35	H4_36	H4_37	H4_38	H4_39	H4_40	H4_41	H4_42	H4_43	H4_44	H4_45	H4_46	H4_47	H4_48	H4_49	H4_50	H4_51	H4_52	H4_53	H4_54	H4_55	H4_56	H4_57	H4_58	H4_59	H4_60	H4_61	H4_62	H4_63	H4_64	H4_65	H4_66	H4_67	H4_68	H4_69	H4_70	H4_71	H4_72	H4_73	H4_74	H4_75	H4_76	H4_77	H4_78	H4_79	H4_80	H4_81	H4_82	H4_83	H4_84	H4_85	H4_86	H4_87	H4_88	H4_89	H4_90	H4_91	H4_92	H4_93	H4_94	H4_95	H4_96	H4_97	H4_98	H4_99	H4_100	H4_101	H4_102	H4_103	H4_104	H4_105	H4_106	H4_107	H4_108	H4_109	H4_110	H4_111	H4_112	H4_113	H4_114	H4_115	H4_116	H4_117	H4_118	H4_119	H4_120	H4_121	H4_122	H4_123	H4_124
MAP	1.01022521529869	0.792215106042777	1.0594044677164	1.12943515768397	1.08702913444867	0.946385647647018	1.15930509375847	1.30707938967481	1.0658421769688	0.999110208075485	0.820085204737611	1.26317536523741	1.04940008343532	1.11857101080085	0.736172536475232	1.2476040065584	1.07668807526365	1.17493997600426	1	0.864162590763627	1.0658421769688	1.09800693076763	1.0260846244787	1.03670703531587	1.09177561535857	1.04439789129478	1.09936841404984	1.07422509333344	1.20241449612414	0.821563571382702	0.86866306222399	1.11153352358064	0.811126071873566	0.916013413405367	0.872504736548134	1.1745622995254	1.06208781867463	0.964542992980992	1.04479243039319	1.21435230678325	1.1043287961337	1.00869649178975	1.16586765569395	0.845233376344563	1.0438447742742	0.860269404601693	0.975704661151435	0.957944511355935	0.942591673746657	0.888634294133056	1.00078584426978	0.878371542181265	0.894226100470721	0.818105117412341	0.911450226859982	1.01354807532832	0.946385647647018	0.972261221842313	0.855622597942945	1.09695682846004	1.03089867136418	0.844180617596906	0.921781006776925	1.01242775060509	0.896707908476169	1.04156289225802	0.967145957752901	1.04238084480338	0.903628512333505	0.901885887650603	0.962716748184728	0.905245706846362	0.923159699170867	0.951922823717251	0.924538853554386	0.82298834723691	1.08448726779826	1.01348963364689	0.953172274527142	1.00757189366293	0.971792764411649	1.07922243458343	0.985495144258555	0.831332109984934	1.03670703531587	1.09397815066496	1.03495528633883	1.22833788624061	0.957944511355935	1.12151053497931	0.903628512333505	0.844180617596906	0.766961831807151	1.00390334993262	1.15421881951499	0.890924722956401	0.936035002178281	0.91420911311399	0.983292608952157	0.974045656581896	0.936448829341512	1.13092045417271	1.08201296712344	0.928584265281807	0.890556979253434	0.992386296280383	1.03238558481644	1.12348958282803	0.897443857871679	0.852128801769974	1.08683613830305	0.758465843493639	0.919766616725593	1.08683613830305	0.955203296203231	0.974045656581896	0.929971504482916	1.02952806378782	0.963869181183534	1.11943077340289	0.988148465894312	1.01146669678839	0.94973692003561	1.01728360754725
Age	1.2258064516129	0.774193548387097	1	1.06451612903226	1.03225806451613	0.903225806451613	1.12903225806452	0.935483870967742	1.12903225806452	0.967741935483871	0.870967741935484	1.03225806451613	0.935483870967742	0.774193548387097	1.19354838709677	0.967741935483871	0.903225806451613	0.838709677419355	0.967741935483871	1	0.903225806451613	0.903225806451613	1	0.870967741935484	1	0.870967741935484	0.838709677419355	0.903225806451613	1.06451612903226	0.741935483870968	0.967741935483871	0.870967741935484	0.967741935483871	0.903225806451613	0.935483870967742	0.903225806451613	0.903225806451613	0.838709677419355	1.03225806451613	1.03225806451613	0.741935483870968	1.16129032258065	0.870967741935484	1.03225806451613	0.774193548387097	1	1.03225806451613	0.870967741935484	0.903225806451613	1.03225806451613	0.935483870967742	0.935483870967742	1.06451612903226	1	1.12903225806452	0.903225806451613	1.06451612903226	1.09677419354839	1	1.12903225806452	1.03225806451613	0.935483870967742	1.06451612903226	0.935483870967742	1.03225806451613	1.09677419354839	0.870967741935484	1	1	1.06451612903226	1	0.967741935483871	1	0.903225806451613	1.03225806451613	1.03225806451613	1	0.967741935483871	1	1.12903225806452	0.870967741935484	1.09677419354839	1	0.903225806451613	1	1	0.709677419354839	1.06451612903226	1.06451612903226	1.06451612903226	0.967741935483871	0.806451612903226	1	0.870967741935484	1.03225806451613	1.06451612903226	0.903225806451613	1.03225806451613	1.19354838709677	1.16129032258065	1.09677419354839	1.03225806451613	1	0.903225806451613	0.935483870967742	1.09677419354839	1.2258064516129	1.16129032258065	1.19354838709677	0.935483870967742	0.935483870967742	1.32258064516129	0.935483870967742	1.2258064516129	1	0.935483870967742	1.12903225806452	1.06451612903226	1.06451612903226	1	1.12903225806452	0.709677419354839	0.935483870967742	1.29032258064516
BMI	1.01708781494545	0.85427668322141	0.849186459020635	0.952847034079649	0.976253348313127	0.931490163366614	1.2521603777653	1.31708461558792	1.19491877109431	1.08953981646816	1.39303087194548	0.976915939894736	0.791287361193092	1.0536244779599	0.822326693352709	0.849575018674511	1.16607818580663	0.965952344410375	1.23212961756549	1.00213197767127	0.864625909324643	1.1577042152231	1.13087319740546	0.9951077650262	0.911147349888695	0.959845280924457	0.930176108403507	1.1849724785701	1.29829001295044	0.887502706702839	0.830712719486359	0.993877171563925	1.09398321403748	0.969064531041419	1.46468488878523	0.972482743175515	1.13409944808764	0.906847227895801	0.930854928610278	1.08043555775234	1.03302339750441	1.0324011456482	0.820018982854689	0.984378325419174	1.39478170876295	0.98435885106898	0.80479699612785	0.843593147439842	0.928201780233813	1.18671775128751	1.06890488773733	0.911147349888695	1.11642183853631	1.01569076215652	1.14204730134192	0.996176999586866	0.795798918988094	1.07459186166905	0.994365421343795	0.951119381012416	0.951420769765422	0.858624100064776	1.08427385944063	0.937217477023744	0.95238799582507	1.30759179721823	1.02965201654578	0.798876329993791	1.00334216943334	1.03421272389127	0.854547469424111	0.856805566696636	1.02250493002449	0.96425158449341	0.793319185063359	1.06007837034928	1.00762513545106	0.973264499233313	0.905744608734803	1.03593481285845	1.1021452851439	0.881163805714609	1.0201703263762	0.994721987422352	1.17153193121103	0.906398854166329	1.13054955225223	0.943529484861707	0.981687155692329	1.00347431680966	1.00791585967896	0.797077270975846	0.842756214056493	0.988123428431531	1.25441708401281	1.07223314692053	0.81272676605695	1.00521958952707	0.847705017380858	1.13355926670725	1.12846811515647	0.945684646283204	0.931040862287133	0.954070672416855	1.05594748973308	0.760895319339931	1.22511143269549	1.01713371877091	1.02473520679673	1	1.33125452372926	1.02042349292872	0.965835034634204	0.999502476720037	1.17876433393317	1.10394202578682	0.923115265433075	1.12873333725912	0.823062545585049	1.11433390999048	1.04220184422096	0.835818708637292	0.869968836402939	0.935412853905743
chr10:92688954:92690955:+:HHEX;NM_002729.5;mRNA:tss_coverage	1.13135438615064	0.865091315429606	0.792780598561342	1.51553911286486	1.15769624414085	1.27970907779401	1.27867789726721	1.4287804209719	0.85318694234291	0.91583552659769	1.04837881547184	1.3422046040473	1.17188817847181	1.02993174277265	1.87116924607157	1.42219163764903	0.842774123569344	0.995250545728726	0.918479385017762	0.816165536498242	1.03105357617118	1.07849361680362	0.962493667017581	0.799025807669435	0.772067047275977	0.95675932690182	1.07494454874609	0.843101524094889	0.896388712011188	1.18610191968894	0.990435169895794	0.856473657452666	0.870489194815192	0.817809400738463	0.752064808827112	0.865841614426189	0.992683953486595	0.927962572820997	1.16262626922666	1.05337526071317	1.07341265080709	1.2215746174307	1.10845958487301	0.681129046632437	0.869935959675241	1.07917434634235	1.02083718509454	1.37136838830207	1.16058896678991	0.807290727977806	0.959596983489519	1.00267534051091	0.84593719069029	0.960156382172288	1.04705258207854	0.977967908881361	0.783979034675482	0.919786856961779	1.0625742980044	0.726790085423389	0.864731497615783	0.930005343779974	1.01471598413124	1.64981400583161	1.13967438379855	0.990772586696701	0.855696920503063	0.99858984887945	1.44347983374127	1.32344101087582	0.732106613714469	0.955758061442189	0.818925332345996	0.818917909943871	1.09043319996823	0.916175090772979	1.4109398005223	1.17510404586108	1.12910086669814	0.832965173606445	0.77821584576425	1.19045741755793	0.682540867066582	0.893070558280209	1	1.00324993824968	1.03605716003358	0.998863288281031	1.5503624865039	1.04115135540531	1.27462818041301	0.998474752188154	1.10419507341364	0.854386141195432	1.04535654080665	1.231669002859	1.09618488739513	0.695323329938498	1.08103454029048	0.829312903377722	0.952587473086596	1.21515961324106	1.25965851747905	0.96494305078747	0.991250866574995	1.26709903789776	0.841812665249099	1.08353163906418	0.93112694638309	0.741187706768619	0.787016202504827	1.12833583882265	1.23949258735755	0.997548327758392	1.03601282778212	0.940076015558703	0.921152316774048	0.972627214679008	1.15784169499599	0.714754951966093	0.912442752456582	1.25690301020382	0.951563792807784	1.2469504835845
chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:tss_coverage	1.0564827721321	0.891851842058317	1.05314475567972	0.846784751263549	1.00838600013136	1.1605953322889	1.06628831983906	0.941994586153404	1.21196566624548	1.08520371577825	0.897800999276533	1.10626632543794	1.28420939595004	1.17618855438975	0.870527397709296	0.764149382489168	0.951867962345234	1.1287941851009	1.1307097287393	0.985656360293934	0.934755814600468	1.16037381022703	0.980239054478824	1.15956391242463	1.17556467048294	1.04001233829789	0.88271681905619	1.09078080384412	1.0946400171082	1.25584936168555	0.91879574230573	1.09827795860577	0.917361299722824	1.14350266319792	1.19295211115784	0.937702950827964	1.02535160176665	1.16417077604209	1.09643728869383	1.06010847446397	1.18335958200049	0.943280701969326	1.15556029359507	1.1759099302122	0.859819327988444	1	0.940453073660136	0.933763315506211	0.871094547918084	0.924604553841508	1.05110539070472	1.21450959500057	0.961069084637929	1.08423766221564	0.832897183741576	0.9122467837914	0.961338526029832	0.993854067840171	0.984771745151878	1.17671029688027	0.896709421125771	0.944360071755514	1.16958084313905	1.0281319106841	0.804963013194414	0.916355860598152	1.15968410320933	0.803800570642927	1.05436369621842	0.876628489862287	0.991486873752698	1.03470456317468	0.856723545667639	1.10521294927797	1.06555685346587	0.937739963749849	0.893981690927481	0.927701467223666	1.04750882030452	1.12971699295251	0.890751890828295	1.12560227821424	1.07988864073894	0.902647478964073	0.94850989606532	0.872896703580171	1.14157046192234	1.12344244822985	1.02298763101146	1.08887051022357	0.724791555142982	0.90055989024975	1.13689896512956	0.91733886295156	1.03102258383954	1.2558805005522	1.09900010011529	0.928788523374174	0.882821018488912	0.969334582775429	0.948578984024844	0.910272758801233	1.00379931591144	0.777410342817173	1.07202022587284	0.917216235520419	1.10547540256839	1.10668041709398	0.824881571802776	0.986144098316556	1.16243869269013	1.26151698434636	1.12926535783185	1.08622114588851	1.16069943847282	0.890252181229038	0.983328719464082	0.815015212738834	0.856075461325116	0.836283640243652	1.08535631629394	1.00870632221933	1.02600802491523	0.92418228740137
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	1.17820624697581	1.00589030470301	1.05618481169511	0.881348166820067	0.936762346044899	1.08954060222256	0.839448074934882	1.02092027048526	1.07922250234331	1.25574761831218	0.789664628458951	1.09738272573133	1.09113007116156	1.1439918998924	0.979460778381773	0.878297692688271	0.841928739218063	0.985462216755112	0.976874952602825	1.02087528555578	1.03359352060598	1.00720576256639	1.21888581306844	1.29961127213201	1.00061757213784	0.920866526084104	0.949982464184552	1.35386993546717	0.971554010926205	1.08942096632755	1.16379651546228	0.999587714697745	0.84403045423362	0.967754324546546	1.03805234227054	0.957460437082911	1.0604650975518	1.01679851330727	1.10816645274933	1	0.960074710656923	1.10736468480765	0.989496083915083	1.27673251068463	0.912116681659536	1.06537513183177	1.01622812420792	0.869559554254121	0.899408495633708	0.949137371691042	1.0269544422706	0.987477356932793	1.10220282403808	1.07277968465685	0.896277286227584	1.07054514863557	1.04194181252953	0.99327607317494	1.09164803137071	1.26213238987025	0.91918315970219	1.07651611541631	1.21465444047555	0.988564366611395	0.830886538698498	1.124225829353	1.14906798870717	0.896851671211588	0.950661019030977	0.930263002610728	1.32256597012412	1.21705812266851	0.988834878152564	1.05853872356952	0.861219438883065	0.988405787414999	0.974016274652598	0.93031631991638	0.792319878548003	0.983595311284752	1.07760486400753	1.02862197431959	1.1048166392631	1.12247436453134	0.928553176974109	1.07891314958024	1.22765981481626	0.984351917525727	1.15775805448032	1.23958803176305	0.902213745560338	0.879507764284267	1.0538214397282	0.942148671314593	1.03453301207485	1.24227933749982	1.23149113911644	1.00193884062454	1.01637487725128	0.815592691729256	1.05000424328541	0.992200172369538	1.06969415733337	0.891083735534098	1.13368786504755	0.952812509726651	0.977693590464208	1.1197336010044	0.954710166378897	1.05178554642685	1.13573108507635	1.13474231787062	1.12138473880156	1.09383462564248	0.914537283419905	1.00506859650091	0.925084976096215	1.20340913260841	0.979236074323376	0.879294922327345	0.880780013195845	1.04999168694066	1.02443239681333	1.0350800570042
chr7:92056577:92058578:+:AKAP9;NM_001379277.1;mRNA:tss_coverage	1.02628228408734	0.954336840471425	1.25606453110826	0.868213675517929	0.913583040297673	1.13854629360981	1.1442837988566	1.05267269461736	0.862883803448041	1.1680257870424	0.984784482152697	0.949528499000519	1.02683614332438	1.00127880024739	0.943021668600385	0.965238841751686	0.938003466882984	1.19763725002175	0.940486808327771	1.21467750246736	1.08293915038192	1.19036275541146	1.08504409087715	1.13504919323871	0.984202329618161	0.839390419370675	0.831412764863977	0.938637702158647	1.09669459507518	1.01120049394226	1.11748719970333	1.02848968847652	0.9091734689899	0.998748631668969	1.14895165760431	0.999005270114613	1.07140888450104	1.08479266582801	0.996388014840097	1.12069887924694	1.04626303133283	0.998924014026402	1.07469782269465	1.12952864687062	1.03317623621737	0.775462172449972	0.988894845514319	1.01253136665749	0.995409187713938	0.964803206803666	1.1776142744089	1.24564276737066	1.11335634106441	1.10164328020746	0.831804159878557	1.05535631154899	0.805450498379336	0.894013983062024	0.960288161130474	1.12217779698615	1.09844245677467	0.789844462683116	1.21798932827532	0.928053479555015	0.815275295428353	0.923875819309867	1.11217406844599	0.983521779269883	0.796022493918957	1.06069975210652	1.13175003365484	1.01124370924192	1.09247275806394	0.952451690098066	1.02534519113138	0.91794179920004	0.819640528670786	1.04203848051824	0.953554153127384	0.952087620888681	1.07323736677523	0.969993064618729	1.14334209395714	0.938204933961504	1	0.905804201463676	0.911643006969726	1.09539877244841	1.08973217284226	1.0578783132824	0.819330655192176	0.956578633540104	1.01462845126312	0.950260621702072	0.981114540594094	1.1308874752286	1.1934684057731	0.835819551600743	1.1393465542891	0.992288067614086	0.914553902918622	0.90491927676728	1.03921990166745	0.900017673487875	1.11940381926747	1.02976259484559	1.05115036677874	1.09059313432728	0.983504665941835	0.972674718777299	1.20564706949456	1.16252881572456	1.06795465390163	1.07415455373154	1.10564983082419	1.08233276148822	0.836869505294235	1.02904329162145	0.945330263693151	0.908478689355482	0.845229930401297	1.04142510747858	0.947200505568652	0.964991678672495
chr15:74207988:74209989:-:STRA6,STRA6,STRA6;NM_001142617.2,NM_001142619.2,NM_001142620.2;mRNA,mRNA,mRNA:tss_coverage	0.785835658972046	1.17343726824977	0.897053222653263	1.1846885965638	1.11404441005266	1.07558989320175	0.849892783212904	1.18864337254695	0.857586933107883	0.664728056595607	1.12204239269618	0.963817115259432	1.08386785027104	0.850463198119501	1.12261317849699	1.1412300079827	1.030696742562	1.03077743301848	0.982087305065328	1.16984041468494	1	1.09907473412594	0.843583560287015	0.801802697583494	0.849389306568459	0.947432202815116	1.13062854707231	0.980728307530426	0.965504248254566	0.946012996729291	1.01956327191998	0.893060635699185	0.9313897679604	0.898982984158436	0.715904947166945	1.05009111097847	1.09527047421016	0.998182092668233	1.09813270308392	0.876744140755773	0.921138309243991	1.08897867082691	0.942727529647748	0.757168113655337	0.937048752519142	0.944503904736869	1.11908199984489	1.00867340417131	1.07119971845422	0.893718376606064	1.06853248877193	0.988622610067226	0.888413267045864	1.06294519249933	1.01555662236867	0.850313171108396	1.02438226895916	0.920647681583814	1.00098206349103	0.794091303929811	1.10779862417537	0.8303779204419	0.975233184576152	0.986202395184191	1.27727999365175	1.14022493456049	0.724631049873702	1.15338205095067	1.08467322367271	0.984787751589571	0.892308881104886	0.828175406565319	0.833854627081331	0.931977056604592	0.967358381780975	0.996100184337748	1.1357973986944	1.29956936009954	1.10495372217071	1.01573215346801	0.985840739528169	0.837719793257046	0.908865539601874	1.03164681418244	0.815201779314417	0.9384414574164	1.17527894630087	1.04102365135221	1.1868833723648	0.919991563466467	1.3399517945714	0.999308136188717	0.918498928431364	1.05929060438271	1.02941394236024	0.933868913089929	0.861480795409105	1.11159048549185	0.976961123022204	0.901574219214178	1.23177312795086	0.895677131508014	1.05650434278733	0.961272655786268	1.0216240775472	0.99428830858666	0.899874583168648	0.66829835276568	0.861467842525867	1.11570846110548	0.671749250150844	0.924897371247629	1.1405086218984	1.16188265804373	0.912365943904373	0.861738118945976	1.13040960291762	1.22334060167907	1.24225821124207	1.16559892746504	0.884760278656984	0.927802058310453	0.982616788131363	0.964756471728705
chr6:26044383:26046384:+:H3C3;NM_003531.3;mRNA:tss_coverage	0.950046081157253	1.04220598324385	0.914636659370231	1.36848362472064	1.10937037271969	0.949418158276626	1.01687964830066	0.997166295232588	0.901577185609927	0.997068079383149	1.13401857110135	1.06197351455117	1.04565167224786	0.990189256713691	1.15260549624325	1.13018428786818	0.898893196040646	1.0761289245884	1.11167352446961	0.95109209253085	1.14115747954115	1.09775610792814	1.09321249235388	0.866226391486343	0.9099704876349	1.01863798135001	1.00257206182185	0.96391674500036	0.961270739471014	0.84596933200523	1.02731175193292	0.883925405570154	1.00903200525505	1.04572207990575	0.938247630106702	0.973741312067647	1.00343854629382	1.18653261747029	0.993545097929576	0.994742536948078	1.19245177297409	1.14534831204458	1.16104900992987	0.965555030644029	1.0274250039443	1.05583655748291	1.20521545168412	1.22625805969619	1.36667999773854	0.907617034494564	0.961063365617176	0.946836123013612	0.933778002097798	1.04132324057603	1.06537886519855	0.89046926080875	1.04960932391962	0.898343660215142	1.0059520923298	1.03494902654156	1.10233943920032	0.960766925068999	0.993989309592115	1.10095653261402	0.796967454337428	1.06091289479691	0.887368935702449	1.0424448756276	1.19483055528786	0.918751587254428	1.26128011658401	0.941912629080679	1.00689006516688	0.999505592946095	1.10191930159401	0.978036224200711	1.08471457718612	0.974969906721275	0.837742390513397	1.01737645763802	1.08071441726546	1.04930797091082	1.09648861981249	0.755958697927475	0.992144780629787	0.815404764627708	0.88137754432538	1.00282977852408	1	1.11012474649004	0.954193800738896	1.01374852546806	0.938187444685193	0.991218209660246	1.03795796431352	0.910717136213907	1.06400419499281	0.850604396087784	0.841711389836201	0.974348756105308	0.855106406315409	0.884126902003423	1.05934532084389	0.913591818506316	0.729400409187948	0.916030788291545	0.930368856990316	0.895508682746489	0.877212895351623	0.838437461368915	1.00458724111062	0.937478947089802	1.03352207518371	0.965260624588353	1.14940913611085	0.880996444567276	0.907544902318141	0.903272222898652	1.1287847047396	0.90904162254564	1.01657986612645	1.10346632229762	1.0661600183635	0.935791708860605
chr6:11110724:11112725:-:ERVFRD-1;NM_207582.3;mRNA:tss_coverage	0.94984397928631	1.07790061250924	1.06185056068535	1.20614650606056	0.913020001126299	0.844746746495635	0.914895670374461	1.11699015789933	1.09919009029924	0.81037662334808	0.999932278459147	0.887551485646825	0.952558860991193	0.847446879867421	0.978991553512879	1.03871120087359	1.03453964171282	1.06366283488232	0.99191648107683	1.07710576054733	1.06081504014747	1.0722053764173	0.890275056129199	0.941988654299818	1.01436006732277	1.14231087893611	0.975945497348351	1.06696118885919	1.0649651581629	0.89250075321914	0.891202510282427	1.03574023004802	1.11717077285156	0.992758264351251	0.769654401531788	1.04027582381672	1.04226883916073	0.910100432535217	1.16624881091196	1.03150398595457	0.997036668041557	0.91454791685568	0.968411575957078	0.945008058289902	0.983039177695339	1.10803147558365	1.0041974716599	1.06924182931415	1.06887836732282	1.12567973242744	0.968509649407299	0.832228810267705	0.969208333361092	0.961843526437984	1.03113957372813	0.948345406964363	1	0.954966099588317	0.948923780751957	0.905372824045739	1.11001727286824	0.885525644250564	1.06110340692805	0.985740625722299	1.06426464344142	0.986387454069205	1.04144305590894	1.2999860364538	1.21669971684401	1.08907357244157	0.988702304692068	0.956695892062214	1.02583759725243	0.794084624846054	0.981562464495168	1.03791726152236	1.06330597156535	1.0970563758808	1.02677363130533	0.888363875276038	0.926076200892017	0.887867331709393	0.990668802954957	0.945737271174655	0.970700602665149	1.02863370099618	1.15287657242501	0.939846740860708	1.01630613606358	0.948084987377858	1.11007640601688	1.04637127512587	1.01344982249142	1.01554078978239	0.971510222988976	0.96641083207972	0.934213807892803	0.989883160183004	0.862488614386253	1.01268202787147	1.15342851951848	0.922178176963008	0.904502339644917	0.986085913474464	0.926874032624794	0.953088804713537	1.01230591856817	0.873216936625142	0.997032056609655	0.83157708227965	0.908557721507569	1.02239133354059	0.972433202119641	0.831888330631367	0.95101397792509	0.971745359423205	1.048026995677	1.05621962805296	1.02227284733507	1.14461668175477	1.02310886562924	0.833122454290716	1.02611732143095	1.06256515136908
