ID	H3_221	H3_225	H3_227	H3_230	H3_237	H3_242	H3_245	H3_250	H3_251	H3_265	H3_269	H3_273	H3_275	H3_281	H3_286	H3_288	H3_292	H3_307	H3_308	H3_310	H3_314	H3_317	H3_323	H3_332	H3_335	H3_336	H3_339	H3_342	H3_347	H3_352	H4_171	H4_172	H4_173	H4_174	H4_178	H4_181	H4_182	H4_184	H4_185	H4_188	H4_191	H4_192	H4_195	H4_201	H4_204	H4_206	H4_211	H4_212	H4_213	H4_217	H4_224	H4_225	H4_226	H4_227	H4_230	H4_231	H4_236	H4_240	H4_245	H4_246	H4_249	H4_250	H4_251	H3_222	H3_223	H3_224	H3_226	H3_229	H3_231	H3_232	H3_233	H3_234	H3_235	H3_236	H3_238	H3_239	H3_240	H3_241	H3_243	H3_244	H3_246	H3_247	H3_248	H3_249	H3_252	H3_253	H3_254	H3_255	H3_256	H3_257	H3_258	H3_259	H3_261	H3_262	H3_263	H3_264	H3_266	H3_267	H3_268	H3_271	H3_272	H3_274	H3_276	H3_277	H3_278	H3_279	H3_280	H3_282	H3_283	H3_284	H3_285	H3_287	H3_289	H3_290	H3_291	H3_293	H3_301	H3_303	H3_320	H3_351	H4_177	H4_238
MAP	1.22136886201546	1.24412852891258	0.985465506580532	1.05068544305769	0.965757743166783	1.05359556407046	1.16446551767967	1.19985205930088	1.05927283017026	1.0947015007579	1.18779625286116	0.981950542502935	1.02545043085521	1.28600997274984	1.06678240794612	1.16114329660714	1.07124783969702	1.09632885831911	1.04667263914525	1.15210752349149	0.952089343125861	1.02274669368477	0.999850107492255	1.10919500644459	1.07203537283402	1.04258374232601	0.862516322159225	1.19124879448333	1.11338559195911	0.954344697260394	1.21127199128133	1.16967329483112	1.01769258381992	1.07430386255625	1.11943077340289	1.09401349286757	1.12691904695246	1.08825340682664	1.15189997833269	1.01645653070775	1.26228834525035	1.10914549945924	1.127839907676	1.12370394599157	1.05613046308449	0.997860179778624	1.05954814647472	1.21231146782866	1.06940885199748	1.17688148719989	0.930143018113225	0.995165048086185	1.05899283500366	0.979937640646952	0.975704661151435	1.18981950529232	1.26125233362485	1.24304994430716	1.15958575242625	1.15189997833269	1.14610986296927	1.2795009219002	1.2091826434212	1.11549435358472	1.46903347916162	0.908138206401622	0.931934747124161	1.10737050444842	0.892057830539634	1.24090214228778	1.10776876042856	0.99671823705671	1.20844063986859	1.0873187872634	1.1980785849632	0.958500223116438	1.03187110016156	1.06623019625296	1.07757923855891	1.05396720600098	0.970136172037991	1.15155889707082	0.968369261703588	1.04230404630224	0.989861121205752	0.991873405916888	1.2267509866592	1.25370075520648	1.12955086822071	0.956154487039256	1.18003688492455	1.00417076767689	1.17737213828851	1.29453482281309	1.25048272276765	1.26024984028587	0.972494081357598	0.951352858975493	0.941667612479865	0.931934747124161	0.931934747124161	1.33024431339511	1.0555950788116	1.21895116059335	1.10737050444842	1.00640789933636	0.972494081357598	1.11517975880988	1.16011859602415	1.11009731075173	1.1102080633887	1.02744552981233	0.995198371936237	1.08355462975262	1.18661091321636	1.14269510574788	1.04846831543182	0.955614850864258	1.25241819650099	1.09391979132806	1.14701143562799	1.15696511655304
Age	1.28571428571429	0.964285714285714	1.03571428571429	1.03571428571429	1.28571428571429	1.07142857142857	1.07142857142857	1	0.821428571428571	1.17857142857143	1.03571428571429	1.28571428571429	1.25	1.10714285714286	0.892857142857143	1.21428571428571	0.821428571428571	1.17241379310345	1.37931034482759	0.931034482758621	1.24137931034483	1	1.06896551724138	1	1.41379310344828	0.793103448275862	1.17241379310345	1.3448275862069	1.03448275862069	1.06896551724138	1.06451612903226	0.806451612903226	1.32258064516129	0.838709677419355	1.29032258064516	1	0.838709677419355	0.967741935483871	0.967741935483871	0.967741935483871	0.967741935483871	1.03225806451613	0.838709677419355	0.903225806451613	0.967741935483871	1	1	1.06451612903226	1.06451612903226	0.838709677419355	0.967741935483871	1	0.870967741935484	0.741935483870968	0.870967741935484	0.806451612903226	0.903225806451613	0.774193548387097	1.06451612903226	1.19354838709677	1.06451612903226	0.935483870967742	1.2258064516129	1.21428571428571	1.28571428571429	1.07142857142857	1.10714285714286	1.42857142857143	0.821428571428571	1.25	1.17857142857143	0.892857142857143	1.28571428571429	0.964285714285714	1.14285714285714	1.14285714285714	1.17857142857143	1.25	1.21428571428571	1	1.07142857142857	1.28571428571429	1.17857142857143	1.17857142857143	1.17857142857143	1.28571428571429	1.53571428571429	1.17857142857143	1.10714285714286	1.14285714285714	1	1.03571428571429	0.928571428571429	1.21428571428571	1.03571428571429	0.714285714285714	1.28571428571429	1.03571428571429	1.21428571428571	1.21428571428571	1	1.25	1.28571428571429	1.39285714285714	1.07142857142857	1.10714285714286	1	1.03571428571429	0.821428571428571	1.14285714285714	1.67857142857143	0.928571428571429	1.17857142857143	0.964285714285714	0.964285714285714	0.928571428571429	1.03448275862069	1.44827586206897	1	1.13793103448276	1.2258064516129	0.870967741935484
BMI	1.20572419623771	1.12076037052447	1.36525857688914	1.30846642901467	1.23400066040947	1.24962966976459	1.20404914836825	1.41013421851375	0.784443267657008	1.61750688267304	1.14231313018756	1.0813586647052	1.51228658090885	1.17622300985196	1.03827921417406	1.55182169762038	0.861421352489979	1.4975615518694	1.1350588214316	0.985199466840226	0.923475969918377	0.957743075832616	0.97326578193052	1.38785634999532	1.30993076947081	0.835848308020132	1.07963739785934	1.28571434939797	0.956369609892878	1.2988556679431	1.04710381636986	0.956548087966567	1.10702917396762	1.28597387747759	1.16824354807823	1.15937344523975	1.13054955225223	1.36249787289092	0.861977397698224	1.33005824221733	0.925901488535867	1.55765821866264	1.38162817623174	1.1413429790099	1.22745994659391	0.913696171389119	0.909058957667863	0.969836086249115	1.09581333928074	0.88412529796915	0.874331554521457	1.02206953919514	0.979326586243783	1.15901085138613	0.888408727661877	0.952864653729825	2.05936894759221	0.912725235929434	1.53604864507209	1.5773129384337	1.08461976099408	1.05643295746292	1.22982561646751	1.11726204046081	1.05812830140843	0.958411582314521	1.0677476867778	0.890380716861194	1.1131774180852	1.19132757638924	1.09818019364514	1.03686332079646	1.05812830140843	1.15808066196338	1.12762106399531	1.14028743146718	1.00570190997372	1.03227776863382	0.927480190271535	1.20276155435446	1.10622471710246	0.91972140125396	0.9607725973005	1.27220269050411	1.25793334771377	1.38579209778149	1.89035822613606	1.42690974369774	1.15007549727504	1.03877758819687	0.903171294474131	1.26647317827682	1.19144871961324	1.61381533683439	1.04251769355569	1.01770377874851	1.13589509507954	1.37058427836975	0.957414323116069	1.03827921417406	1.17356041468808	1.51748500533132	1.09818019364514	1.26023864703976	0.996081502298654	1.17017300479155	1.23678593225589	1.20572419623771	1.18809351234587	1.03227776863382	1.40976976653605	1.12128276873094	1.15808066196338	2.09623116785135	1.02377985260397	1.05019878734099	0.852906300290207	1.07963739785934	1.01805744395358	1.42880043508691	0.948249696408791	1.02155625096502
chr10:92688954:92690955:+:HHEX;NM_002729.5;mRNA:tss_coverage	0.783024704875651	0.591567348546509	0.975570527721392	0.823011248926407	0.812413882398026	0.751655985752181	0.655569472501396	1.15398802357787	0.930562855320438	1.07859539349261	1.06053960356206	0.732705171270634	0.857311608898903	0.868437084789884	0.674162512286944	1.02048420772485	0.772547466543664	2.0231201825152	1.01096373510367	0.919517805227066	0.938830055376978	1.06255887842104	0.910394423709588	1.41439178192251	1.10240124938135	0.934311997039636	1.08795129450202	1.0420824782181	1.30198687724296	1.0468005198877	0.882342225836114	1.32826921858692	1.09031247709582	0.923416907831184	1.18866660188097	1.0263094141287	1.12634269348	1.27017438528315	0.953675933973232	0.824421289989488	0.951204917232692	1.04080037462517	0.730731295606744	0.927379306482414	0.99439763649959	1.13221612617388	0.986209962895856	1.00973458896031	0.720823959334006	1.03363882135248	1.1570741526197	1.14620561703675	0.827052180239419	1.18715793987187	1.16564440948921	1.11915620581051	0.752595115637048	1.08455426518819	1.1116096417803	1.22170640846	1.04016881058979	1.13416487398199	1.0444702656836	1.41780382079892	1.22283766134926	0.943890578905291	0.956990357722341	0.899806943678205	1.23511900336813	1.23075875006189	0.933684022663155	0.777593180290882	1.22142698243019	1.06396635009982	1.17169528728272	0.911969663746053	1.24659622108961	0.903216129899265	1.28283520581792	1.16929646819591	0.780734374651604	0.698050470117566	1.71133267309986	1.06515762320325	0.773950436966785	1.06647868587862	1.16225649104064	1.25940914520336	0.942472999819391	1.14029707816957	1.00865021617911	1.19230606327934	0.956736230252183	0.875861551912814	0.80324147937331	0.867669783509548	1.21613434348314	1.13667315971722	0.906356778753312	0.795825052479848	1.11647116781977	1.22441423907623	1.34987365140484	1.18769548758248	1.33459272468748	1.18084311704859	1.8713847763052	0.843693373411815	1.1973698010939	1.18276067177203	1.64310812070979	0.99199006172617	1.09032235513532	0.903071044452154	0.739505097173821	1.27492077792137	1.06943968269186	0.887150797343441	1.15808321014983	1.20409845200619	0.656499084547755	1.36207307907963
chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:tss_coverage	0.994061366645376	1.11408594391903	1.00739520878015	1.08930416795208	1.24986430033606	1.11998950610786	1.0904830264094	0.968919690175413	0.954242314744159	1.04227389013431	0.891536310695475	1.17259242137081	0.991389405062893	1.09717823827662	1.06714850071109	1.05197766449125	1.07151474179987	0.690333201805482	0.947954996176328	0.992063734143266	1.1053839585888	0.89941632852705	0.897741924238805	0.671203855002816	1.02360159348655	0.889926731128767	0.771462977352884	0.720328361961802	0.813604463220641	1.00493445506894	0.9903055902476	0.94953765960846	0.892508292746217	0.977367022406493	0.976315867886914	0.990831905875621	1.01333143605685	0.788113385076577	1.00928925753094	0.7647954940672	0.942628108879895	0.902937371358276	0.970555053408176	1.13936067694218	0.992473404322327	0.932015551131717	0.94819291029216	0.842766596138307	1.1099260184713	0.898675050743647	0.86091556759828	0.976203070184408	0.847033151006383	0.897263381828775	0.890029126288287	0.896206594158366	0.928286436956631	0.813027526700129	0.90724383171712	0.74416358093249	0.97444159557641	1.05222694441829	0.941871897989877	0.784626391971175	0.929023789953184	0.984798592457352	1.03139535234036	0.996466628878845	0.898650419655222	0.998995847121193	0.914996991699645	1.08171435345836	0.918353588329506	0.992506250425522	0.811715350346278	0.97507353338863	0.937871533492048	0.907881888790609	1.01142832162471	0.946473878882214	1.10156233610046	1.10867898413068	0.857551348221985	0.984209861702222	1.0322902556074	0.945118519192682	1.15553489059152	0.800032757978301	0.845149256460412	1.00346819918627	0.883292602732685	0.878997481438503	1.0125860360863	1.07777506136641	1.03866791326343	0.907211572242206	0.979329189451547	0.978650765472076	1.00491244639752	1.09081141479605	1.04363092090216	0.843945682029178	0.948597677281906	0.924484471023045	0.8430826438107	0.935555264664618	0.779219542410472	0.869776115412935	0.998148853711456	0.921287239381838	0.801489554571443	0.961243981385165	0.919803192885044	0.998610663361845	1.04864543886079	0.943885090617163	0.88326066680181	0.963830442383138	0.895594918695062	0.885901249110967	1.05072666249768	0.743622635174092
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	1.13623623046138	1.08755714889313	1.03894723046844	1.12112605830021	1.22267189960675	1.01582579565718	1.1491272211367	1.15125677916695	0.99927240970468	1.02826049008048	0.967231240686442	1.0827264777436	1.09011481565226	1.03496624733913	0.971737153812974	1.01982404050945	1.08459176942383	0.698533310694687	0.991707484884144	1.0149067126469	1.17324094551474	1.05637189633963	0.991892732511041	0.69247658569042	1.07723225521332	0.947259317620599	0.706118374880615	0.835053136930451	0.715286221561932	1.10617477681225	0.844881211486132	0.916097440398141	0.845352190286097	0.820967072148718	0.875643488026183	0.849907746177502	0.924575813460286	0.763624377323154	0.997212957001007	1.00136445842038	0.885806143221457	0.839912735619459	1.1627607007932	0.966312478767087	0.812667410619343	0.94775411306028	0.958456221826385	0.919480108831125	1.06247603777254	0.731472247541149	0.841616213700216	0.878364184005086	0.769435411064006	0.917401541024048	0.868674878830399	0.949992824878939	0.957622881162479	0.953369071500854	0.787010093445061	0.843863617015849	0.835955663041502	0.901247104228883	0.954571880969084	0.645532835304573	0.918876752495854	0.936895504669711	0.972354764965095	1.16781429977418	0.926215300969495	0.893332263456322	0.871243581742049	0.921975524168545	0.892855521618458	0.991254445873498	0.929017994752441	1.04085103970238	0.803386655090325	0.9224860848613	0.965606529288909	0.77676072376871	0.9497989906404	1.08568184549292	0.871417088313673	0.885884126732354	0.97211448069394	0.844606727365321	1.09496129837763	0.735156662140188	0.776682819181663	1.02742576351967	1.00063195496128	0.956696690058299	1.00619263784565	1.09254031055832	0.956569863026534	0.913439264201158	0.919170830401304	0.894067601151229	1.12199036022165	1.09870094380732	0.92293008158975	0.924341663067693	1.0290159816494	0.825449058130013	0.928534529912763	0.884854769343916	0.748349648952223	0.99504360881965	1.04395020507839	0.893418529697345	0.795472787554966	1.06215815839672	0.822746376239696	1.06901270408964	0.879124648577617	0.948160938113083	0.923051319371546	0.927555080705317	0.833995049895687	0.962398833934694	1.1522563592701	0.772397144303186
chr7:92056577:92058578:+:AKAP9;NM_001379277.1;mRNA:tss_coverage	1.09469771932352	1.08305574796948	0.955193645998273	1.05907786303894	1.08310144262428	1.0190403554111	1.18523867416423	1.11704507974662	0.913412266655577	0.938349965505233	0.996929162084188	1.17245670824141	1.02544688132776	1.09892634146783	1.02762101658253	1.02689257641088	1.11667128019357	0.715967751987911	0.979700289325608	1.19071900645142	1.10296947486196	1.09182502268131	0.948185124243461	0.693216831263091	1.01421225615712	0.949045758279019	0.778986193058207	0.749010582371451	0.770609881582186	1.05441017688046	0.893088582281949	0.949489676944895	0.772455235856122	0.881773119280025	0.963822745486081	0.973099842375222	0.963110791307486	0.866508823403702	0.992256323038644	0.823025359433829	0.959735627119142	0.905713760628722	0.983831885341235	1.02737617614373	0.816022189652204	1.0564282301298	0.901082195105232	0.852373723938685	0.995109925187484	0.818503901843886	0.976257706058038	0.865669614299845	0.844103382873975	0.909932251075923	0.852193549527063	0.869791245746853	1.02341602521994	0.77447872622072	0.904850459757029	0.892061026781107	0.878244774242625	0.948340828851324	1.00007072986571	0.74222980387173	0.869554222813599	0.92770940290567	0.914389296023965	1.03027042405847	0.978292082298177	0.99359037174027	1.02025046010437	1.05270883279067	0.867700921675939	1.04416754397533	0.939177222870287	1.0489753389686	0.858515370450636	0.895466708813134	1.07882749287785	0.922503624338507	1.04263163901353	1.03776811493628	0.927882298686434	0.912710274146427	1.03153589633793	0.916466451717974	0.941667339380577	0.868532775009931	0.919817725054889	0.974638216240833	0.971427474065228	1.06285694242315	0.972217087083086	1.08587919653025	1.06416650951152	0.995638683576679	0.900746695189373	0.919065864799424	1.02803161033936	1.07490887946021	1.03454710066173	0.912529218387933	1.01357443108175	0.848268817819653	0.946655036795404	0.914220842783907	0.875440902633635	0.995377000865603	1.00921872588677	0.976984735515266	0.879990695312717	1.00319536432192	0.951767046470418	1.08294644226576	1.02930392316004	0.999163167649861	0.964717223015541	0.94191574639487	0.862093669965044	0.923281090587577	1.23445281928032	0.836042074412142
chr15:74207988:74209989:-:STRA6,STRA6,STRA6;NM_001142617.2,NM_001142619.2,NM_001142620.2;mRNA,mRNA,mRNA:tss_coverage	0.958974248850888	0.837664655409406	1.02887031936965	0.891917343339164	0.828327895167709	0.860858089637021	0.908124997957411	1.08154483048015	0.917717560026141	1.0861093393581	1.16177018691608	0.733610208714232	0.817523860273745	0.892816791903306	1.1448980952177	0.925107881309065	0.842799371733366	1.63790770291721	1.10707319200898	0.927047300875162	0.920551252761038	1.01166150175802	0.938597007682545	1.60988839951566	0.939872203818624	1.0314202145879	1.28099075439594	1.33432599077769	1.33161052580973	1.06552669435938	1.13647132894024	1.21702761910011	1.20626236067127	1.09127429216502	1.17709688422511	1.15963176182771	0.890738237096161	1.29897896412057	1.13902874705495	1.00598844889186	1.16035451841461	1.10881233784118	0.938134694916552	1.03351868365698	1.19573601995524	1.11311219023748	1.08228928579263	1.10167035933011	0.906209852682505	1.20491722384546	1.23301123625602	1.22504640588537	1.21035117920082	1.12064634829866	1.24295189853214	1.25979111932998	0.931776921730118	1.09098679080458	1.16056611252587	1.10082848985345	1.1545575118491	1.16958949327982	1.17671423850694	1.55327640493377	1.20240888506171	0.999954975932656	1.17772418110764	0.830048454308642	1.1647876305755	1.045607769427	1.08786912595599	1.12669098839207	1.2026785569398	1.18675402680962	1.21636461462867	1.0544439916269	1.1865637806585	1.14552224231263	1.01516245598332	1.36742637726013	1.06803450584513	0.902075023661859	1.29188349133892	1.28960491594575	1.07936260976197	1.18065708177236	1.20149902220764	1.28808913101901	1.25381940072204	1.08025732266849	1.1277329550776	1.14664492436188	1.08230601166282	0.963638236254425	1.02980126017937	1.10252260511536	1.08728932667336	1.21603101560464	0.941883409276113	0.979406329792946	1.03706201323923	1.15098621288003	1.14625823912377	1.29417163378905	1.11325109225809	1.13228297966513	1.27780720750269	1.05329772121778	1.13453147116249	1.16998219341895	1.48925778873754	1.00442398639256	1.16035196593328	1.03529043607765	1.02871706711355	1.07172361204372	1.20238959728464	1.02718154361251	1.16365613051087	1.08953620263803	0.752883827912697	1.28732164295448
chr6:26044383:26046384:+:H3C3;NM_003531.3;mRNA:tss_coverage	1.10740664882682	0.819813389511756	1.11717896433759	0.884618690088	1.01665301070562	0.877178156826573	0.932266213449676	1.08545556026935	0.95648546011654	0.86995529032881	1.01549765586995	0.895481704384028	0.864469166284161	0.880156978927401	0.820920780360353	0.974340365666692	0.941237966975502	1.27925997096174	1.1610086771441	0.829998495509627	1.0400083742362	1.04590221831152	0.995395342446751	1.07367051867777	0.986787986587747	0.919061499295581	1.19342056070704	1.00359508999364	1.00674910828089	1.10015434654661	0.963979857041815	1.07940272331658	1.05195811683986	1.0260792167045	1.19341101684286	0.992744703634493	1.01278927703966	1.05722262256769	1.0352402295663	0.880085482214079	0.967233729119443	0.998862639840466	0.926741950887527	1.00621598186704	1.02799403725059	1.05155602329563	0.831824443464366	0.90733966046553	0.954572889488622	0.952975170027569	1.04049519641501	0.949302091866091	0.875530642880353	1.06736545465059	1.24856919208531	1.00075086808497	0.906561817667532	0.883281192365813	1.14976641279482	0.965931310665736	0.943769905678947	1.18398663357632	0.957319743046333	0.898890273116698	0.971027131564151	0.911821171156059	1.08701302233005	1.01580485533186	1.14460411735816	0.986002658486113	0.925388052576679	0.914909414049434	1.0512044087033	0.973336743272533	1.09092067233696	0.96704374408197	1.02180521293095	0.909296566907829	1.0672410866956	0.953546905170568	0.876922721750019	0.92721753948454	1.10633137061167	1.03478476407344	0.90437529595879	0.967141555147879	1.13000567207511	1.09477020796087	0.941756316274123	1.06125830887273	0.962744871923159	1.01581546673504	0.874036994954217	1.03783450042483	1.01067542843661	0.846340136957577	1.09435874544254	1.05914026383853	1.18037265649043	0.96513825824343	0.856097699867938	1.10097428590517	1.1831371688086	0.96791136190586	1.01023840243375	1.03029477696546	1.03802484017515	0.994357437863872	0.985550924481827	1.06898742730791	1.09063024032098	0.969244454058912	0.907017975581681	0.991610261614821	0.86196554542763	1.02855576500105	1.06740645416422	0.912567300177958	1.02711751399245	1.23469225900354	0.880097296439412	1.09559390183502
chr6:11110724:11112725:-:ERVFRD-1;NM_207582.3;mRNA:tss_coverage	0.873410214621813	0.907844397086449	1.09506192055755	0.946777920741599	0.929176741836459	1.0400421334678	0.949997412519976	1.07511433761011	0.946563474445357	0.989968569821223	1.03760317681134	0.937294917691271	0.906327377793261	0.887463226734869	0.985605049580752	0.987663902218965	0.833209778979974	1.30400203276698	0.923096386107884	0.941835015768395	0.984701813450762	0.9554786546831	1.05058615222238	1.31135451738617	0.88987632905546	0.938940743969249	1.19123531621847	1.16775008497261	1.15438269330434	1.05451970194982	1.01374899055872	1.00239498595172	1.09061871312027	1.16589694594705	1.07173980181444	1.05018175108489	0.97483487604975	1.11058550048538	1.00051138040017	0.995683616984483	1.01804117843683	1.09668828158724	0.983186059689421	1.06716781697284	1.124391356551	0.980883910424727	1.02330009973598	1.0967412964666	0.977516057699369	1.07211423965101	1.10538507382123	1.07799233365006	1.15361198903245	1.07805184060614	1.00701474161169	1.01460957450949	0.983299636068884	1.06577087329126	1.12311367891406	1.01927853921255	1.12437733186319	1.00248998178814	1.01706155659359	1.26961354049458	1.1117232295781	1.07633323558294	1.12256331882826	1.042306183971	1.13161422881519	1.0191748588214	0.990606589754586	1.04439294847851	1.11818029126761	1.08633053739653	1.11221363589476	0.986617100678242	1.10418748066552	0.93788968134452	1.08159632809884	1.21609002584582	1.00273999857592	0.967602021829039	1.13941578517426	1.07485760201875	1.09874066614391	1.02359541399132	1.05472115717	1.16240545165355	1.06040292954917	1.13471867506349	1.13816440678634	0.974448323576801	0.977138479837437	1.13773887267938	1.07714543514546	1.05782753102166	1.16089320435102	1.12934871694867	0.899784293327146	0.943631048945614	0.963092000275167	1.12730127427392	1.05845131804153	1.07705716915991	1.05957493181537	1.0193761380551	1.04199771461908	0.991099325104872	1.10881774076684	1.15067862688974	1.18130493649268	1.07916847341631	1.09673632229444	1.02576878889595	0.977843576131644	1.043482312543	1.01796604380786	1.00273704751638	1.00047264488294	0.944396889123394	0.811698595450096	1.22795383914712
