ID	H3_221	H3_222	H3_223	H3_225	H3_226	H3_227	H3_228	H3_229	H3_230	H3_232	H3_233	H3_234	H3_235	H3_237	H3_238	H3_239	H3_240	H3_241	H3_243	H3_244	H3_245	H3_246	H3_247	H3_248	H3_249	H3_250	H3_251	H3_252	H3_253	H3_254	H3_255	H3_256	H3_258	H3_259	H3_261	H3_263	H3_265	H3_266	H3_267	H3_268	H3_269	H3_271	H3_272	H3_273	H3_274	H3_275	H3_276	H3_277	H3_278	H3_280	H3_281	H3_282	H3_283	H3_284	H3_285	H3_286	H3_287	H3_288	H3_289	H3_290	H3_291	H3_292	H3_293	H3_295	H3_298	H3_300	H3_301	H3_302	H3_306	H3_307	H3_308	H3_310	H3_311	H3_313	H3_316	H3_317	H3_319	H3_320	H3_321	H3_322	H3_323	H3_325	H3_327	H3_329	H3_330	H3_331	H3_332	H3_333	H3_334	H3_337	H3_343	H3_344	H3_347	H3_349	H3_351	H3_352	H3_353	H3_354	H3_355
MAP	1.22136886201546	1.11549435358472	1.46903347916162	1.24412852891258	0.931934747124161	0.985465506580532	1.08827426744828	1.10737050444842	1.05068544305769	1.24090214228778	1.10776876042856	0.99671823705671	1.20844063986859	0.965757743166783	1.1980785849632	0.958500223116438	1.03187110016156	1.06623019625296	1.07757923855891	1.05396720600098	1.16446551767967	0.970136172037991	1.15155889707082	0.968369261703588	1.04230404630224	1.19985205930088	1.05927283017026	0.989861121205752	0.991873405916888	1.2267509866592	1.25370075520648	1.12955086822071	1.18003688492455	1.00417076767689	1.17737213828851	1.25048272276765	1.0947015007579	0.972494081357598	0.951352858975493	0.941667612479865	1.18779625286116	0.931934747124161	0.931934747124161	0.981950542502935	1.33024431339511	1.02545043085521	1.0555950788116	1.21895116059335	1.10737050444842	0.972494081357598	1.28600997274984	1.11517975880988	1.16011859602415	1.11009731075173	1.1102080633887	1.06678240794612	1.02744552981233	1.16114329660714	0.995198371936237	1.08355462975262	1.18661091321636	1.07124783969702	1.14269510574788	1.04040524461974	1.09140532765615	1.09534107343486	1.04846831543182	1.08344360844976	1.0615473918198	1.09632885831911	1.04667263914525	1.15210752349149	0.846762439814057	0.988873458924677	0.996382242075052	1.02274669368477	0.941234720992625	1.25241819650099	1.13988083433271	1.0246047315469	0.999850107492255	1.15265428281885	0.992304806302137	1.1699166411134	1.24906527863658	1.24189987742299	1.10919500644459	0.873398585639466	1.09516095522652	0.974823227405924	1.10914174628817	1.1784023099177	1.11338559195911	1.16205009353675	1.09391979132806	0.954344697260394	1.18222265869083	1.12064144554806	1.04975779550594
Age	1.28571428571429	1.21428571428571	1.28571428571429	0.964285714285714	1.10714285714286	1.03571428571429	1.14285714285714	1.42857142857143	1.03571428571429	1.25	1.17857142857143	0.892857142857143	1.28571428571429	1.28571428571429	1.14285714285714	1.14285714285714	1.17857142857143	1.25	1.21428571428571	1	1.07142857142857	1.07142857142857	1.28571428571429	1.17857142857143	1.17857142857143	1	0.821428571428571	1.17857142857143	1.28571428571429	1.53571428571429	1.17857142857143	1.10714285714286	1	1.03571428571429	0.928571428571429	1.03571428571429	1.17857142857143	1.28571428571429	1.03571428571429	1.21428571428571	1.03571428571429	1.21428571428571	1	1.28571428571429	1.25	1.25	1.28571428571429	1.39285714285714	1.07142857142857	1	1.10714285714286	1.03571428571429	0.821428571428571	1.14285714285714	1.67857142857143	0.892857142857143	0.928571428571429	1.21428571428571	1.17857142857143	0.964285714285714	0.964285714285714	0.821428571428571	0.928571428571429	1.24137931034483	1.06896551724138	1.03448275862069	1.03448275862069	1.03448275862069	1.10344827586207	1.17241379310345	1.37931034482759	0.931034482758621	1.31034482758621	1	1.03448275862069	1	1.10344827586207	1	1.03448275862069	1.06896551724138	1.06896551724138	1.27586206896552	0.931034482758621	1.20689655172414	0.96551724137931	1.24137931034483	1	1.17241379310345	0.896551724137931	0.827586206896552	1.06896551724138	1.13793103448276	1.03448275862069	1	1.13793103448276	1.06896551724138	1.27586206896552	1.10344827586207	0.96551724137931
BMI	1.20572419623771	1.11726204046081	1.05812830140843	1.12076037052447	1.0677476867778	1.36525857688914	0.946029926976705	0.890380716861194	1.30846642901467	1.19132757638924	1.09818019364514	1.03686332079646	1.05812830140843	1.23400066040947	1.12762106399531	1.14028743146718	1.00570190997372	1.03227776863382	0.927480190271535	1.20276155435446	1.20404914836825	1.10622471710246	0.91972140125396	0.9607725973005	1.27220269050411	1.41013421851375	0.784443267657008	1.25793334771377	1.38579209778149	1.89035822613606	1.42690974369774	1.15007549727504	0.903171294474131	1.26647317827682	1.19144871961324	1.04251769355569	1.61750688267304	1.13589509507954	1.37058427836975	0.957414323116069	1.14231313018756	1.03827921417406	1.17356041468808	1.0813586647052	1.51748500533132	1.51228658090885	1.09818019364514	1.26023864703976	0.996081502298654	1.23678593225589	1.17622300985196	1.20572419623771	1.18809351234587	1.03227776863382	1.40976976653605	1.03827921417406	1.12128276873094	1.55182169762038	1.15808066196338	2.09623116785135	1.02377985260397	0.861421352489979	1.05019878734099	1.17857152409695	1.37566722984268	1.34012562242837	0.852906300290207	0.964864057631184	0.946428587349492	1.4975615518694	1.1350588214316	0.985199466840226	0.870675320854304	1.10737552546997	1.18068766911997	0.957743075832616	1.04026203287224	1.01805744395358	1.12415401006584	1.56029965719075	0.97326578193052	0.976897598552088	0.982448077103106	1.14036768409838	0.940329346522648	1.10219950696094	1.38785634999532	0.990292123411331	0.940329346522648	1.01519639091845	1.16879767121517	1.04895039741801	0.956369609892878	1.42454942203876	1.42880043508691	1.2988556679431	1.35825350053271	1.23214293674746	1.08928598494136
chr10:92688954:92690955:+:HHEX;NM_002729.5;mRNA:tss_coverage	0.878033053721518	1.21963924965125	1.19849438359576	0.588392368693602	0.948943376195917	1.04750828071402	0.801546026446071	0.771507352482975	0.643979863948299	0.823533766435716	1.06873864619438	0.582274366988812	1.10117119654769	1.08522544295014	0.931857402128559	0.873151141361172	0.886515090740073	0.708405890911989	1.41541040852124	0.824738542258878	0.808436862816906	0.592654483904492	0.758268945973273	1.40152403349335	0.742783120495831	1.22489450292317	0.87437631330851	0.853875161169917	0.979093157181148	0.966292000484888	0.980283438173324	0.767354625654637	0.995525299035672	1.30885597090086	0.751500467147046	0.71202933606502	1.00282464210894	1.03599351816642	0.658488708375248	0.862961882975319	1.04482190524966	0.698178908571254	1.15814790828366	0.687751005395171	0.876105836721142	0.899337883692846	1.46018442477495	0.930259030462442	1.2933567457773	1.86180289272607	0.92938717742459	0.572767470430037	0.949080086901006	1.18091626712759	1.10040339512373	0.648755117682115	1.08885329525858	0.983123673041613	1.02771308227027	0.908916128927404	0.775247827703597	0.774761575518521	1.06653470316658	0.938293482481685	1.3167098011706	0.940598041763965	0.945743696010035	1.0373498133191	1.17104956832719	1.87534325246587	0.797963812836732	0.795684769436312	1.00067976337826	1.13516077654007	1.18436072707017	1.13416384422234	0.858037818537155	0.772092931765221	1.09399463679115	0.622863826355005	1.03884471662577	1.35205154177954	0.974532264457095	1.00301939620908	0.895264798971704	0.895315604710914	1.10455519311101	1.67565324443908	1.12232115127111	1.17341122988396	1.20530541692232	1.20862139370083	1.20380263980582	0.792417513474609	1.29101476165399	1.00792478338534	1.1542671663572	0.915018784457163	1.49221247601356
chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:tss_coverage	0.965582690766911	0.874987411296863	0.904387373321419	1.09480829962429	0.998247827469342	0.837170887495286	1.09126699847946	1.09822957886599	1.00605862457736	0.84612681662694	0.938121922460104	1.10606318503287	1.07916041301404	1.26655952588888	0.909765380291624	0.880940780538598	0.795382205993444	0.874639949423868	1.0879058298243	0.95068431794045	1.06728122310612	1.29463824330197	0.991441653637132	0.968274388048351	0.99826694437474	0.960163763177754	0.781331373762297	1.00029109764576	1.11143003898956	1.11403761509225	0.976281713716699	0.867336529972659	0.922334634175759	0.764016193596374	0.986294312909987	1.13546575152756	0.960657771898843	1.0748215463324	1.16082533069646	0.931342633464621	0.786134692602586	1.0569041667174	0.965926752667529	1.18973905673349	0.879136150621917	1.04052379554763	1.04067422372954	1.04325496091309	0.857852657801997	0.6833855919869	0.973139801903483	0.857233141091866	0.973429041036356	0.838686918519219	0.988307200763978	1.03114844754889	0.929081806524346	1.18477699253923	0.802293680740442	0.937794958571082	1.0888952038533	1.17481057134798	0.959036897576335	0.833108515561712	0.908533357557302	0.857384662123815	0.971641770458061	1.08440308633866	1.00941398993648	0.732852354814134	1.0553339779914	1.04649395077055	1.22583389266871	1.09292725977389	0.883468553026098	0.935189269667355	1.0477300485017	0.895371621852883	0.880572608901327	0.81482573923402	1.08809476887271	0.782402301086334	1.19254243860225	0.820901402858897	1.08997616563694	1.00337051051338	0.782704553566879	0.754963456965864	1.23351497955764	0.912828535948483	0.840166728074588	0.878060018635162	0.75181025475702	0.931566118771247	0.944915723586292	0.99331314156024	1.10228569389384	0.968227225092289	0.889904001386812
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	1.0536297222339	0.640316477670074	1.02350910289911	0.999451328715875	0.963793248880533	1.02891303519384	0.926133174218135	1.06481709465799	1.11241078353684	0.885532803597453	0.926885045047487	1.01886661595292	0.991555753002183	1.23476826149055	0.939432076518085	1.09836758671977	0.976479763449359	0.956400114062594	0.914813112207525	0.865830253180018	1.1524790598797	0.929493857640915	1.30415451628189	0.92945032512941	1.01749594657251	1.06447867126	1.07701295289502	0.881963434901111	0.841942821595033	0.969339340110491	0.78921390267273	0.753188497756848	1.01764009568417	1.06505652247256	0.870990520967268	0.886564970586125	0.884257257941724	0.8726912532364	0.881464380540941	1.11963905971022	0.968368962591396	1.03102674822731	0.781347686749649	1.05700081760728	0.877689351767028	0.963154594174821	0.949246643205379	0.916116399138652	0.947479944483205	0.759665869080107	0.931723406659742	0.919368065305436	1.1684777713903	0.834548377974694	0.731683735544447	0.864669921850207	1.0519493011864	0.891591053608497	0.857204368383133	1.11296730697277	0.785048091461254	1.09808316762666	1.06416646393333	0.78754917280771	0.786251832681196	0.780604695353148	1.06643801182931	1.10234535561541	0.913416647720293	0.949544697125071	1.12995864997331	0.923334262875584	1.24370468606341	1.20371963823426	0.768345006301513	1.29583568811021	1.16432214805814	0.96046945502487	0.844330343699361	0.731582249599689	1.18699925003035	1.03944182171346	1.23301025228968	0.797980890326033	0.79550465064289	1.34053677471499	0.67765326507322	0.626497426953193	1.01100134527136	0.891384382698487	0.876573685716615	0.997634649776914	0.750645459206189	0.800131934003819	0.946065623292422	1.15874084827249	1.11665580117116	0.928762989615355	0.80777179889844
chr7:92056577:92058578:+:AKAP9;NM_001379277.1;mRNA:tss_coverage	1.07074584323878	0.747082654012227	0.860296069500029	1.10957025024984	0.875972425687764	0.959284238000633	1.10324419832734	1.04036904266314	0.890483449282161	0.944383932489175	1.15748190117358	0.989409083866471	0.832190582146555	1.04274021552448	1.02178646043214	1.0796200157666	0.890216618121431	0.92630930145317	0.984304279102557	1.00160918889594	1.29035663674151	1.03020803405866	0.977491616873574	0.872375991601517	1.07114642656826	1.03949580516347	0.873490128083795	1.14549189402965	0.996926586921641	1.01482134830617	1.01194928450924	1.04346264844079	0.893269903001319	1.08711115651127	1.09135494637378	1.079153460043	0.821544179026291	0.885098501187023	0.826538385763842	1.09216500955921	0.906032689065451	1.02084270615293	0.854092911667412	1.04297397760964	0.923831081189751	1.02245439307481	1.10017266840493	0.825158865423996	0.941246481244972	1.03977385239271	1.09342084961576	1.01090507001969	0.951204707086216	0.7686984031845	0.962720404490204	0.978738774246539	0.855219971473415	0.981462347064032	1.02714409591372	1.24394782843373	1.01562547535296	1.22617339060094	1.0636280349367	0.683648961616104	0.856324617275724	0.885114264085012	1.01152245860389	1.00519563821713	0.869738146587407	0.782107611128613	0.953676141017098	1.25515192311611	1.00539404709634	1.04127246772218	0.935852708493037	1.2248699344882	1.21656898107529	1.01728775371619	0.830425271731194	1.10722943546251	0.961731081320826	0.910219330568052	1.20027757906833	0.770242665109224	1.08135263106881	1.21663841640434	0.634857310672589	0.783600887249253	1.11092423408137	0.967197928882222	0.741794607760414	0.906506363168393	0.768279334501329	1.02479896334429	0.932699731725872	1.10718629583127	0.909755782154087	1.06190629384461	0.880889979418415
chr15:74207988:74209989:-:STRA6,STRA6,STRA6;NM_001142617.2,NM_001142619.2,NM_001142620.2;mRNA,mRNA,mRNA:tss_coverage	0.954615527964864	1.4093772712124	1.1383182294062	0.925465307295072	1.14510798492221	1.13996377097116	0.852428586063953	0.690872421321661	0.933623469617452	0.865044249095954	0.976164276845084	1.04993101000976	1.05398094829177	0.727408199981839	1.22698972672727	0.92891336350842	1.10621810684671	1.10632974066118	0.964712295778596	1.20636274142464	0.958589940079887	0.978625884147196	0.917105315729667	1.06496172713002	1.04843398317119	1.10187136195419	0.866165028467978	1.08757993589354	1.11716311735071	1.34482954384289	1.14052911331075	1.06302034636047	1.16493481907164	1.16333396202864	1.06088560291766	0.942247584039577	1.10854227148941	1.07772073875632	1.05720356338842	0.837015203452392	1.29961628173599	0.980005690284674	1.02498962591412	0.73405432793753	1.16382224071955	0.805502252115928	1.10951713589312	1.21107328716211	0.940963689371649	1.01636389806713	0.98279400593491	0.977985693974322	0.995313947394249	1.12702802602926	1.16329966832097	1.15121779728926	0.922357556950715	0.90324551936567	1.1687838274595	1.02553647451625	1.09065572493202	0.709434615075793	0.974307069797846	1.19037682809603	1.38754313587712	1.34429817717907	1.10715356162411	1.07112504216133	1.1065860109868	1.4183042482996	1.0555030169942	0.945468906398366	1.09652959731885	0.871739535019213	1.39962096727694	0.912344521447587	0.962362314550665	0.989262145156366	1.09906195623386	0.95197497716752	0.949440496939836	0.982879301108451	0.692664311840913	1.38956050233817	0.884335504110229	0.779439135482158	1.65140333393236	1.46189268384091	0.984911637453704	1.20486540029527	1.44247720060166	1.38009188994084	1.233315226999	1.10129537163498	0.952671467945758	1.03141304847842	0.928513648820363	1.08859350761799	1.28780395909582
chr6:26044383:26046384:+:H3C3;NM_003531.3;mRNA:tss_coverage	1.09116957195018	0.835167904894024	0.861816641059507	0.82349908818412	1.07748118813147	0.917417417801239	1.18335549996609	1.05314942210818	0.886817924174546	1.17041286528275	0.980974062564203	0.941243727389481	0.931364200210552	1.07979178239352	1.10178875906619	1.05040791978367	1.10036693551698	0.84318121768164	1.05314540022269	0.883577655051236	1.01035203496297	0.875825624241255	0.710414835534371	1.31502288302477	1.07218331794816	1.12655759371011	1.09029092129378	0.920887618822133	0.861225404385494	1.05030744159657	1.06280027838024	0.92810242322989	1.09657820276722	0.990659649065554	0.920566532136947	1.02799097336478	0.809314429179076	1.24461740861606	1.01866296048778	1.07540666012627	1.14313602994118	0.955618049811074	0.914927765794832	0.854464826115582	1.08675461064301	1.00606285072081	1.34210993389745	0.993782457910768	1.06894635794069	1.11807661974308	0.870078664195145	0.811191332929593	0.882749747421698	1.08466827573549	0.771368526427187	0.753572024467865	1.15432824752691	0.899012765860826	0.959381145073657	0.906271292705252	0.821679001776536	1.01763935958633	1.05984872477534	1.14483669154957	1.20040551220074	0.948141779755654	1.05829592514685	1.13578300681931	0.891510887365302	1.37375125885052	1.19455514591568	0.837980896582911	0.875868856912366	0.847994304321558	1.23818514792271	1.19514928603705	0.946275442398856	1.0303069764351	1.02006899275261	1.0944585243467	0.969544240626947	1.04836715584636	0.865245789951304	1.05548889191303	0.918973690056864	0.845816979218145	0.876322993409868	1.0196356907041	1.10562180294387	1.1529660752312	1.07282229058565	1.08293233373371	0.932786125821543	1.12889077332474	1.20677411782976	1.22739602640229	1.02054031910317	0.925314304522498	1.09320077318175
chr6:11110724:11112725:-:ERVFRD-1;NM_207582.3;mRNA:tss_coverage	0.922524745420862	1.26417309233581	1.08473040435231	0.943510969953988	0.986089200992532	1.19263111342816	0.916209349415548	1.02423194485049	0.989637032658932	0.934984766554061	0.833848077759379	1.16514719339651	1.10433736749866	0.954163893196191	1.03960772927494	0.973268585314084	1.13632555317988	0.819988394642168	0.965140271097837	1.07629154363617	1.06124413595915	1.00820500081059	0.889340495368825	0.948920742790772	0.992079947833871	0.999229856430959	1.00532018995888	1.12179706680555	0.9513960403509	1.16459642170733	1.0844736726204	0.962208425823816	1.18949449681887	0.987669014012117	0.829919274282448	0.987389991793279	1.09251145196052	0.969204373452542	1.02116105348617	0.908496385170054	1.00904442670428	1.05071525822609	0.749360085491499	0.883331908534781	1.21866623464804	0.901815205761076	0.979817690015827	1.07160478632623	0.967901017451989	1.02137516909618	0.899906513466564	1.0155494639489	1.10694643690027	1.17043859521841	1.10587229258045	0.93551202951261	1.06419911551622	0.910597447104522	1.09416543062139	1.04408657975268	1.06869475381499	0.761215486304405	1.01070464237112	1.17238704157188	1.29811704095021	1.17717965916279	0.896409645893137	0.984608202783089	0.937712617854135	1.17087546663965	0.847024577801766	0.909098465924048	1.00394594433792	0.875605964722706	1.0899264724366	0.923952958436261	0.919671242582641	0.980798976162792	1.04640654397181	0.901469328074621	1.06926129194556	1.13457889416576	0.861608180208977	1.24989922872937	0.995729351853636	0.898942317060637	1.27783663268012	1.26260720226899	1.13754274345928	0.905230094233027	1.15437817311807	1.10135956581636	1.02235549880238	0.899278693088379	0.766112101418107	1.05215374913448	0.997942490962407	1.13094725105494	1.16311449999928
