ID	H4_161	H4_162	H4_163	H4_164	H4_165	H4_166	H4_167	H4_168	H4_169	H4_170	H4_171	H4_172	H4_173	H4_174	H4_175	H4_176	H4_177	H4_178	H4_179	H4_180	H4_181	H4_182	H4_183	H4_184	H4_185	H4_186	H4_187	H4_188	H4_189	H4_190	H4_191	H4_192	H4_193	H4_194	H4_195	H4_196	H4_197	H4_198	H4_199	H4_200	H4_201	H4_202	H4_203	H4_204	H4_205	H4_206	H4_207	H4_208	H4_209	H4_210	H4_211	H4_212	H4_213	H4_214	H4_215	H4_216	H4_217	H4_218	H4_219	H4_220	H4_221	H4_222	H4_223	H4_224	H4_225	H4_226	H4_227	H4_228	H4_229	H4_230	H4_231	H4_232	H4_233	H4_234	H4_235	H4_236	H4_237	H4_238	H4_239	H4_240	H4_241	H4_242	H4_243	H4_244	H4_245	H4_246	H4_247	H4_248	H4_249	H4_250	H4_251
MAP	1.01997873923969	1.06293372158937	1.18531972681632	1.20608142289094	1.05566674104699	1.14610986296927	1.28735243475437	1.22542042206444	1.00255364738461	1.39906613426988	1.21127199128133	1.16967329483112	1.01769258381992	1.07430386255625	1.1663758442282	1.14676969958204	1.14701143562799	1.11943077340289	1.13905147072072	1.11943077340289	1.09401349286757	1.12691904695246	1.11857101080085	1.08825340682664	1.15189997833269	1.18709492176437	1.13443734982451	1.01645653070775	1.17177419243067	1.21178364473741	1.26228834525035	1.10914549945924	1.12417032446914	0.966243807607213	1.127839907676	0.962499151094153	1.06213875302545	1.03907253744541	1.04156289225802	1.10942638912181	1.12370394599157	0.972866428187647	1.1539326169723	1.05613046308449	0.865473717181993	0.997860179778624	1.15958575242625	1.1637332638501	1.01164248382228	1.14676969958204	1.05954814647472	1.21231146782866	1.06940885199748	1.1043287961337	1.25849541082654	1.23279608565472	1.17688148719989	1.13523659179202	1.20475447332957	1.10381529471932	1.28922926740927	1.0040872217841	0.977033458671105	0.930143018113225	0.995165048086185	1.05899283500366	0.979937640646952	1.36412239767046	1.29665690482691	0.975704661151435	1.18981950529232	1.22986014189548	1.21002577439848	1.19367480830897	1.19449945970319	1.26125233362485	1.11943077340289	1.15696511655304	1.12141247769168	1.24304994430716	1.24855455011224	1.01769258381992	1.16156075786618	1.19051017970933	1.15958575242625	1.15189997833269	1.16782764647264	1.20947023193263	1.14610986296927	1.2795009219002	1.2091826434212
Age	1	0.870967741935484	1.09677419354839	1.03225806451613	0.935483870967742	1.16129032258065	1	1.03225806451613	1.12903225806452	0.903225806451613	1.06451612903226	0.806451612903226	1.32258064516129	0.838709677419355	1.12903225806452	0.903225806451613	1.2258064516129	1.29032258064516	1.25806451612903	1.12903225806452	1	0.838709677419355	1.16129032258065	0.967741935483871	0.967741935483871	1.16129032258065	0.967741935483871	0.967741935483871	1.12903225806452	0.838709677419355	0.967741935483871	1.03225806451613	0.870967741935484	0.967741935483871	0.838709677419355	0.903225806451613	0.806451612903226	0.935483870967742	0.935483870967742	1.09677419354839	0.903225806451613	1	1	0.967741935483871	0.903225806451613	1	0.967741935483871	0.709677419354839	0.838709677419355	1	1	1.06451612903226	1.06451612903226	0.870967741935484	1.03225806451613	1	0.838709677419355	0.774193548387097	0.838709677419355	0.903225806451613	0.967741935483871	0.935483870967742	0.967741935483871	0.967741935483871	1	0.870967741935484	0.741935483870968	1	0.903225806451613	0.870967741935484	0.806451612903226	1.12903225806452	0.967741935483871	1.03225806451613	1.06451612903226	0.903225806451613	0.967741935483871	0.870967741935484	1.03225806451613	0.774193548387097	0.903225806451613	0.774193548387097	1.19354838709677	0.935483870967742	1.06451612903226	1.19354838709677	1.03225806451613	0.838709677419355	1.06451612903226	0.935483870967742	1.2258064516129
BMI	1.17014600662221	1.22162088726067	1.0196987688965	0.95995192617552	0.872586281804048	1.25372806295594	1.57214806255718	1.11800018825205	1.30408595050826	0.928687247963655	1.04710381636986	0.956548087966567	1.10702917396762	1.28597387747759	1.0048421580733	1.45372917577595	0.948249696408791	1.16824354807823	1.53451295345677	1.02305994900502	1.15937344523975	1.13054955225223	1.25358478737951	1.36249787289092	0.861977397698224	1.32202878216224	0.911954608071747	1.33005824221733	1.18284421029887	0.77311176468679	0.925901488535867	1.55765821866264	0.984378325419174	1.05413637516501	1.38162817623174	1.23498260986895	1.13745274572109	1.11442479029139	0.903561626813027	1.3370027027616	1.1413429790099	1.05871284746066	1.61243400165903	1.22745994659391	1.09585089695611	0.913696171389119	1.46055261714401	1.12106322533261	1.1230880940778	1.09217209946942	0.909058957667863	0.969836086249115	1.09581333928074	1.08778897965069	1.10485036512088	1.03079543910718	0.88412529796915	1.08673829209021	1.12014143942341	1.27166996725991	1.14998773579613	1.08342208845714	0.863207063810491	0.874331554521457	1.02206953919514	0.979326586243783	1.15901085138613	1.02201018879455	1.0252535954519	0.888408727661877	0.952864653729825	1.15067119275295	1.15181415163935	1.27038512382209	1.24180651491202	2.05936894759221	0.969064531041419	1.02155625096502	1.11506605282278	0.912725235929434	1.13383005290995	0.92553889468225	1.3620453260864	0.858624100064776	1.53604864507209	1.5773129384337	1.11028417250008	1.0070673344205	1.08461976099408	1.05643295746292	1.22982561646751
chr10:92688954:92690955:+:HHEX;NM_002729.5;mRNA:tss_coverage	1.0996352833407	1.07253675706167	1.03376412585838	1.13653455019613	1.30856443716708	1.43701693247513	0.740190651239665	1.04774554449758	1.07752373155887	1.12513466534616	1.11534976667142	1.2536728680831	0.839913232436949	1.00814440232263	0.945465576308017	0.971649933626949	0.595854572551336	1.07195646158137	0.875216110677079	0.998155873070758	1.10029211619843	1.21390682875057	1.01578535327547	1.00098878044298	0.91399460432193	1.11260046561358	1.19176255608526	0.816629820408259	0.853227992706703	1.10204694371855	0.95392063897202	1.08575996815953	1.15336902201523	1.038882796198	0.664287895061877	0.856446785255442	0.672971992890072	0.97422721952296	0.78338141701958	0.942383113697499	0.862059743724318	1.03284030175686	0.699149538887238	0.895672680209196	0.836351412495663	1.10580037402078	0.862295274173002	0.975302195347268	1.17019382227641	0.955761379524919	0.914926574668871	0.886260502127967	0.860474270644943	0.972708913373171	0.989300046793533	1.69688366499682	0.882933713766467	1.63762556855392	1.33945129120353	1.39802769620017	1.20794306257279	1.20548435388221	1.07145619428268	1.15117453560554	1.10398943249182	0.813794343922237	0.959197781333211	1.11718838332138	1.17784666097261	1.33110293669329	1.12257536791384	1.2084123974006	0.710173515672198	1.30352812873378	0.962647982151688	0.69496331517465	0.862220885867971	1.04510861653992	0.808515369337879	1.04966056036284	0.94934957161025	1.19620754228838	0.90206328554351	1.02728697453606	1.0303743940436	1.04003358995473	0.927340925674394	1.58175121014363	1.05705856600881	1.10344536050868	0.985332270299321
chr20:34412765:34414766:+:ITCH;XM_047440537.1;mRNA:tss_coverage	0.874221336407519	1.04261143177412	0.968866915927359	0.906823373650655	0.689141956191618	0.8033300327608	1.14264284833306	0.909096633069071	1.01398984308258	0.974976032029425	1.05384751900286	0.968618802194209	0.826120197013446	1.02342436923411	1.10916153529464	1.0418264114395	1.15476117699071	0.921793795031317	1.04646162757517	0.871429549923253	0.963015508423941	0.959605557736591	0.962690667844079	0.73673887937883	1.04813519142526	1.17789686399734	0.869998417142307	0.900996334239321	0.906201186720284	0.827680233739038	0.899011383923374	0.851122444091973	1.00958709771338	0.990301780182568	0.984206717100256	1.09887440446363	1.06584937962046	0.927206453084212	1.219920765371	1.18989514058038	1.10832278833728	0.740867405505086	0.897890514484781	0.935905439083943	0.783376395200833	0.910837373437305	1.06866986815812	0.804082019012174	0.737229803027362	0.944410223266037	0.811573254653624	0.850050740115713	1.1934790115786	0.861708305735561	1.02079327632384	1.01222050461807	0.939489735033443	0.90568943901824	1.02794200461025	0.887874830388233	1.06335305057138	0.805900138041664	0.9476621382308	0.88375314937191	1.1038324676081	1.03446304205555	0.894791977028658	0.882545850261148	0.972714077017895	0.929526369106606	0.946731238450377	1.01619583290183	1.19331857407887	1.15956824201716	0.980452084895608	0.918338900334476	1.01216375372928	0.904237777338719	0.983743991611773	0.877932101677082	0.949744825800277	1.16352947836507	1.10177892794276	1.11062572740926	0.865689716566049	0.655367843623322	1.01811576264604	0.913342988313876	0.957311210981396	1.00488177905262	0.956027815673428
chr16:53207450:53209451:+:CHD9,CHD9,CHD9;NM_001352158.3,NM_001382354.1,NM_001382355.1;mRNA,mRNA,mRNA:tss_coverage	1.04863228622913	0.794414517299701	0.838307745900082	0.92053160095675	0.693417759507025	0.945584575433009	1.23120522801658	1.03551402456275	0.960079973324308	0.913038875700111	0.779254462522744	1.1135092813789	0.862410439959716	0.937721598487012	1.08103555526698	1.13154994726463	1.1260494957647	0.929099287553283	1.05848817957318	0.895302472097702	0.833785406276095	1.01324737040705	1.31729922520177	0.830988743097345	0.982830682178001	0.970134936452299	0.78751311891852	1.02948831509508	1.03116949422177	0.811110450304697	0.987092222517755	0.91247971627663	0.820786628267517	1.06460587247876	1.32155940556209	1.00681111187418	0.921638659241127	0.712201947999963	1.13139842134038	1.11172940170479	0.922794039267923	0.833718709190631	0.957461977584654	0.851024155077088	0.900878219107426	1.0217440523819	1.2504404849392	0.855011503174545	1.12755349982776	0.919130757490908	0.971061656424163	1.06959640290849	1.15633489062257	1.01815034811258	1.04639155577463	0.743612873474611	0.709875331232026	0.901062034166244	1.00754341502556	1.08754776159355	1.14201957500424	1.04126487229165	0.871844335795716	0.983402442857448	0.960968608386278	0.806094692636628	1.15580654194132	0.813780190028258	0.894505472503948	1.00736958805139	1.01466165875484	0.838529467578213	0.94261265831664	1.06099834270923	1.26634606348818	0.917675984281987	1.09312649170259	1.04978135743962	0.795713300083739	0.984788821306504	1.05082423110957	1.09582700192594	0.883347862379258	0.827443244415094	0.924186663914605	0.886286615172843	0.968517262382483	0.994967654930439	0.851082445466601	0.889300324733217	1.05801581856309
chr7:92056577:92058578:+:AKAP9;NM_001379277.1;mRNA:tss_coverage	1.22933689934172	0.842808694724552	1.19410669128137	1.01465075518477	0.814363043194934	0.913259473298894	1.15501403742057	0.989940863917597	0.958833027152152	0.970366503359534	0.984868256374051	0.948800046993738	0.959268366747187	0.993256052131718	0.943347312220224	1.11114166642931	1.25459343593509	0.87784659710815	0.892448461299143	0.863602055864597	1.08642236374953	0.960323248717246	0.901336948630541	0.892480403544826	1.13490455871941	1.01496613081752	0.789883843683193	0.846469338895448	0.968691379707385	0.817745156008423	0.904112129758355	1.02986167904842	1.01259142867677	0.994215797675989	0.969776687937095	1.08393797962616	1.04654275426453	0.861023346204004	1.34240772495584	1.11282637230991	1.09282135774473	0.667647897405048	1.1482719728138	0.872774549967136	0.926583249626389	1.27508050716843	0.992356604820429	0.890833351053722	1.08190996085613	0.94075058822826	0.857630655243948	0.861596522274821	1.11985368882809	0.876831625381805	0.946809468078855	0.986612191074801	0.884532382596693	1.13200399313031	0.975936574732898	0.848159173907402	1.02736942764448	1.02953465812509	0.940101493260585	0.913448578995212	0.76054409090665	0.976148730204614	0.902294945506911	0.684864120052295	1.06185194821941	0.794949399341624	0.936403199022617	0.856349601633218	1.09369577476945	1.04659004167908	1.07318676919549	1.01111168169722	0.88830177206219	0.863155767197207	1.04097605128619	0.758424917702787	0.962545473509529	0.981660694881235	1.01816403883452	0.939461375456409	0.857187041613916	0.920761048924106	0.8370176018854	0.853380737151541	0.904317146323736	0.957881353496173	0.981435097582497
chr15:74207988:74209989:-:STRA6,STRA6,STRA6;NM_001142617.2,NM_001142619.2,NM_001142620.2;mRNA,mRNA,mRNA:tss_coverage	0.99977731035747	1.23521108144371	1.16841863191695	1.05358547970921	1.22021363852035	1.20791913666453	0.917139331119161	1.09301092385885	1.16464319154361	1.02654268987852	1.27929729645259	1.22784773942686	1.16008556798368	1.07719393339161	1.00279752745334	0.962336929819131	0.839880938458841	1.13076413120534	1.175314711401	1.09748772181389	1.10800286685352	0.959038353643284	1.13662078296268	1.13297598612715	1.20079516808844	0.977086908758822	1.03540250855103	1.01169737578382	0.870385104601442	1.37533538207041	1.10951607502965	1.13282045803014	1.36043442694389	1.0851673858609	0.909137974659787	0.838869349242549	0.985519689090255	1.03995928144587	0.867875662693569	0.923347459600672	0.933440131210309	1.07762199003995	0.936598733533908	1.13231284294048	0.916353669838899	1.0792644904585	0.949308112746552	1.06366189529533	1.01434235721018	1.05505447600021	1.08616315576208	1.030284932858	0.958400408342117	1.07041245317649	1.07769142265179	1.26733740699487	1.17352738259854	1.39623727272044	1.13197011693041	1.00352738428215	0.978500566175545	1.10039941579171	1.27105395815935	1.24114377430687	1.32571115090501	1.10345080155069	1.03976961763131	1.119371966435	1.33946532275578	1.17411138255098	1.21056437188026	1.19231652962076	0.940922764476076	1.01493691080024	1.21130096400562	0.988242450667092	0.908991526558596	1.00733126949781	0.955557651787874	1.06825861021532	0.987106903361161	1.10491275879668	1.02551718945431	1.34100525945878	1.07911414797873	1.24902759413617	0.989227349250151	1.17148503361294	1.15060878839617	1.23304991263819	1.0717361064414
chr6:26044383:26046384:+:H3C3;NM_003531.3;mRNA:tss_coverage	0.938096815439792	0.950718535082174	1.01673192748075	1.21285743025157	1.16856611019135	0.86343958211036	0.879020304231144	1.03811042729887	0.867950987394746	1.01236706610103	0.953083470988723	0.973572472201862	1.04077723188057	1.0223689945467	0.824344230221836	0.785503344428722	0.916277874656418	1.0687201441814	1.03894873580456	1.04685935697668	1.10128943075298	0.965505830608329	0.894595135972233	1.11641765837096	0.847697912239142	1.15306168118903	1.10511672792193	0.972329509362029	0.981717737369901	1.04609499544903	0.970651531463513	0.883815639512537	0.989988166636397	1.16672821419196	0.980067459051146	0.879275565997169	0.918807808450863	0.945351135330948	0.863103943105967	0.885851741442709	1.01712065313207	0.938512821406597	1.07241597560003	0.984897115735023	0.976912299151907	1.03978533948252	0.97779250107263	1.04377146933934	1.00509497865513	1.16935271009988	0.820271970548272	0.798883549260049	1.12813219833804	0.937290447678695	1.18652519268882	0.894488614155372	0.894385896456259	1.21000656209439	0.937626197474057	0.949154294935434	0.987381694736601	1.17572085960084	1.08948401226525	0.777626807550985	0.94933510111431	0.910780033429902	1.10405691593819	1.14424116502655	1.09275484435308	1.36395877249162	0.951319019812649	1.25430521151566	0.789812760903303	1.0920993860354	0.926281345312494	0.858333905794017	0.999530039177717	1.07007715792409	0.985382360034021	0.957102943286962	1.06355099101207	0.940735114050968	1.07232618328433	0.921409305770923	1.16975237699984	1.10587965765196	1.09092655106941	1.18945537008829	1.01412128950443	1.16499242100086	1.08029634738997
chr6:11110724:11112725:-:ERVFRD-1;NM_207582.3;mRNA:tss_coverage	1.08110671075457	1.01981355577071	1.17127961286312	1.12073382415273	1.148391995082	1.2654405229638	1.01121183314273	1.07743638460035	1.15049282036328	0.87946272530956	0.980012855458807	1.00969495906702	1.04203261552724	1.11666181995834	1.19462588375695	0.921161352098798	0.73168284945032	1.06718291839335	1.11951454775538	1.04601506218523	0.980463885867052	0.879788857267777	1.18496980225726	1.08611615119896	1.0916943787844	1.12001110137352	1.32404299155276	0.838052714843234	0.98477151668934	1.12205612641083	1.01886895955044	1.07056559621124	1.00182673162912	0.943686019427542	0.950938264771252	1.01994422084954	1.09316438439666	1.07721580490596	0.734218723776644	1.03968074114314	0.916457049142738	0.989485261674675	0.969597631021647	1.02968429547861	1.23927693973889	1.1119480419433	0.958139182269746	1.15153507531398	1.03219879353346	1.21116219210786	1.02561184185308	1.10010039398267	0.980217399096605	1.03236416124047	0.941160762686204	0.989261835097985	1.11993576068259	1.07309559940647	1.02586673047582	0.906601902892411	0.976638662021245	0.921517099428015	1.0982064562698	1.11591095704312	1.02546892398901	1.18166505526956	0.963697056042259	1.08163377672042	1.16853310315064	1.07852677966591	0.971080337416474	1.02339590517144	0.945714632562143	1.05436829701456	1.2156710514613	0.949579904502623	1.0519551436852	0.96812042879337	1.03846867648596	1.0252645315719	0.881654893705865	1.1894384246234	0.969758239314365	1.11900933430096	0.907724328813404	1.03265274608863	1.07480462089427	1.1538857670861	1.12717589233141	0.985169758450401	1.05098353396617
